_total_score,name,slug,is_featured,archetype,title,company,location,specialties,persona_fit,origin_country,associated_countries,description,experience,experience_tiles,website,contact,image,is_active,is_anonymous,location_id,_source_row
21.0,Niamh Given,niamh-given,False,Trade & Government,Advisory Board Member,Enterprise Ireland Australia & New Zealand,"Waikato, New Zealand",Trade & Government,international_entrant,hong_kong,hong_kong; australia,"Innovative Business Strategist | Driving Growth & Operational Excellence in Scaling Companies · Innovative thinker and strategist, thrives on growing business and breaking new ground. With a decade of experience in the dynamic and fast-paced product development and manufacturing industries, proven ability at driving strategic growth and pioneering operational improvements with a fresh and energetic perspective. Results orientated, proven track record in translating strategy into execution. Key drivers of success have been the ability to effectively build relationships, motivate cross funct",Senior operator with extensive ANZ market experience.,"[{""name"": ""Enterprise Ireland Australia & New Zealand""}, {""name"": ""Hale Animal Health""}]",https://linkedin.com/in/niamhgiven,,,True,False,,Niamh Given
21.0,Ian Corbally,ian-corbally,False,International Founder,CEO & Co-Founder,Morfless,"Melbourne, Victoria, Australia",International Founder; Technology / Product,both,ireland,ireland; australia,"CEO @ Morfless | Automating Cloud Savings · I'm passionate about helping teams optimise their cloud spending and performance, while reducing complexity and risk. Morfless is my vehicle for fulfilling this passion and excitingly its savings teams Millions in cloud spend each year.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Morfless""}, {""name"": ""Antler""}]",https://linkedin.com/in/iancorbally,,,True,False,,Ian Corbally
21.0,Dónal Brady,donal-brady,False,International Founder,"Co-Founder, Head of Product",Work From Anywhere,Greater Sydney Area,International Founder; Technology / Product; Cross-border,international_entrant,singapore,singapore; australia,"Powering global teams to Work From Anywhere | Top 100 Future of Work Leaders | Co-Founder · After fifteen years in commercial finance across the US, EMEA and APAC, I took the leap into entrepreneurship and co-founded Work From Anywhere, a remote work compliance SaaS platform. We help Fortune 500 and enterprise clients safely offer international remote work as a benefit to millions of their staff. Two of our first four customers were Fortune 500 organisations which set the bar high from the beginning.As Head of Product, I have guided our journey from idea to launch, through pivots, rebu",Senior operator with extensive ANZ market experience.,"[{""name"": ""Work From Anywhere""}, {""name"": ""Bus Stop Films""}]",https://linkedin.com/in/donalbrady1,,,True,False,,Dónal Brady
21.0,Jeannette Connon,jeannette-connon,False,Trade & Government,Commercial Business Advisor,New Zealand Trade and Enterprise,"Sydney, New South Wales, Australia",Trade & Government,international_entrant,,australia,"Business Advisor I Supporting tech companies to scale and grow internationally · With more than 20 years in the tech sector, I’ve led projects and teams across marketing strategy, planning and execution as well as in sales and business development. A lateral thinker, I’ve proven expertise in identifying and securing market and partnership opportunities, building market presence and in new client acquisition, events and digital marketing programs. Having worked in Australia and overseas across several industries and companies big and small, enhancing customer experience and e",20+ years operating experience in ANZ and international markets.,"[{""name"": ""New Zealand Trade and Enterprise""}, {""name"": ""Marketing Services""}]",https://linkedin.com/in/jeannetteconnon,,,True,False,,Jeannette Connon
21.0,Kirk Drage,kirk-drage,False,Scaled Founder,CEO & Co-founder,LeapSheep,"Adelaide, South Australia, Australia",Scaled Founder; Technology / Product,international_entrant,singapore,singapore; australia,"Coaching startup founders from 0 --> 1st million in revenue. Proven approaches, personalised. Avoid the 95% failure rate. ️Customer Acquisition | Team | Product | Operations | Capital⬅️ CEO & Co-Founder LeapSheep · As a startup founder, you’ve committed to building something big.You’ve identified a problem that needs solving and dedicated significant time, money, and energy to it.Rewarding as it might be, you may also find the journey is more difficult than expected.What’s more, your attempts to find the right support have come up short.Where startup advice is concerned, there are many opinions out there – but proven approaches for startup success are lacking.The generic one-size-fits-all incubator and acc",Senior operator with extensive ANZ market experience.,"[{""name"": ""LeapSheep""}, {""name"": ""VADARO PTE LTD""}]",https://linkedin.com/in/kirkdrage,,,True,False,,Kirk Drage
21.0,Brian Cooke,brian-cooke,False,International Founder,Co-Founder,MooCoo Ventures,"Brisbane, Queensland, Australia",International Founder; Fundraising / Investment,both,ireland,ireland; australia,"Founder – MooCoo Ventures | Managing Director - Cooke Capital | Angel Investor | Non-Executive Director · A results-driven angel investor and founder with a proven track record in consulting and a deep commitment to advancing early-stage technology ventures. As Co-Founder of MooCoo Ventures, I lead the development of a syndicate investment platform designed to democratise access to high potential early-stage opportunities for sophisticated investors. We empower deal-by-deal investing in rigorously vetted Australian startups.At Cooke Capital Pty Ltd, I specialise in advising, mentoring, and investing",Senior operator with extensive ANZ market experience.,"[{""name"": ""MooCoo Ventures""}, {""name"": ""Cooke Capital""}]",https://linkedin.com/in/briancooke,,,True,False,,Brian Cooke
21.0,Ronan Lehane,ronan-lehane,False,International Founder,Co-Founder & Executive Director,Carrara Capital,Greater Sydney Area,International Founder; Fundraising / Investment,both,ireland,ireland; australia,"Investment Management - Independent Advisor - Private Investor - Board Member · Ronan is the Founder & Director of Capital Collaboration – a private investment firm working with companies, family offices and co-investors globally. Capital Collaboration builds value through long term relationships with its partners and continues to build and invest in a portfolio of successful ventures globally.In 2022, Ronan together with a highly experienced group of investment professionals established and launched Carrara Capital.Carrara manages the Carrara Global Opportunities Fund (CGO",Senior operator with extensive ANZ market experience.,"[{""name"": ""Carrara Capital""}, {""name"": ""Capital Collaboration""}]",https://linkedin.com/in/ronanlehane,,,True,False,,Ronan Lehane
20.5,Brendan O'Connell,brendan-oconnell,False,Trade & Government,Chief Executive,AgriTech New Zealand,"Auckland, Auckland, New Zealand",Trade & Government,international_entrant,ireland,ireland; australia,"Chief Executive at AgriTechNZ | Founder of Crannora Consulting | helping all thrive through the creation and smart application of technology in primary industries · Creative, energetic and passionate about product creation and the people who do it. I am all about identifying new business opportunities, scaling businesses internationally and the collective power and sustainability of ecosystems.“Feet on the ground, eyes on the horizon,” is a phrase I’ve borrowed from John Deere, an agricultural machinery company, to explain what drives me.I’ve worked in several technology sectors and really identify with the potential and purpose found in Agritech. There’s n",Senior operator with extensive ANZ market experience.,"[{""name"": ""AgriTech New Zealand""}, {""name"": ""Enterprise Ireland""}]",https://linkedin.com/in/brendanoconnell,,,True,False,,Brendan O'Connell
20.5,Hanhana(Ellena) Cho,hanhanaellena-cho,False,Trade & Government,Deputy Director,KOTRA Sydney AU,"The Rocks, New South Wales, Australia",Trade & Government,international_entrant,korea,korea; australia,"Deputy director at KOTRA Based in ANZ, working with Hanhana(Ellena)'s network across the region.",Senior operator with extensive ANZ market experience.,"[{""name"": ""KOTRA Sydney AU""}, {""name"": ""KOTRA""}]",https://linkedin.com/in/hanhana-ellena-cho-63696b287,,,True,False,,Hanhana(Ellena) Cho
20.5,Jacqui Duncan,jacqui-duncan,False,Active Advisor,"General Manager, NSW",Stone & Chalk,"Sydney, New South Wales, Australia",Active Advisor; Startup Advisor,international_entrant,usa,usa; australia,"General Manager | Emerging Tech Startups | CEMS Alumna · Driving the growth of Australia’s largest innovation community.I’m a business leader with experience in international trade, tech, and startups, driving growth and innovation across the country’s business and tech ecosystem.At Stone & Chalk Group, I lead the NSW business, running the front door to the state’s innovation sector through our Tech Central Innovation Hub - part of Australia’s newest precinct backed by $38.5 million in government investment. The 8,000SQM hub is home to 1,000+ founde",Senior operator with extensive ANZ market experience.,"[{""name"": ""Stone & Chalk""}, {""name"": ""IdeaFloat""}]",https://linkedin.com/in/jacqui-duncan,,,True,False,,Jacqui Duncan
20.5,Emily Cusick,emily-cusick,False,Trade & Government,"Senior Associate, Investment Concierge & Strategic Advisory, Investment Delivery Authority",Investment NSW,Greater Sydney Area,Trade & Government,international_entrant,uk,uk; australia,"Senior Associate, Investment Concierge & Strategic Advisory, Investment Delivery Authority | Premier’s Department NSW · Associate at Investment NSW, specialising in attracting investment in key sectors crucial for the economic development of New South Wales, through fostering both domestic and foreign direct investment. With over six years' experience in real estate, I successfully managed a diverse residential property portfolio. My qualifications include a Bachelor of Business with majors in Marketing and Tourism from the University of Newcastle, Certificate IV in Retail Management, and a Certificate of Registr",Senior operator with extensive ANZ market experience.,"[{""name"": ""Investment NSW""}, {""name"": ""Stone Real Estate.""}]",https://linkedin.com/in/emily-cusick-1899b882,,,True,False,,Emily Cusick
20.5,Kutay Kesim,kutay-kesim,False,Trade & Government,Senior Export Adviser,Investment NSW,Greater Sydney Area,Trade & Government,international_entrant,uk,uk; australia,"Senior Export Adviser at Investment NSW | TradeStart Adviser at Austrade · An experienced and results driven international trade professional with over 15 years of extensive experience in trade facilitation, customs and international trade law compliance, stakeholder engagement and project management gained in government and education sectors. Equipped with superior client and stakeholder engagement capabilities, accentuated by solid business acumen, strategic and analytical thinking, influencing, negotiating and problem-solving skills",15+ years operating experience in ANZ and international markets.,"[{""name"": ""Investment NSW""}, {""name"": ""Australian Trade and Investment Commission (Austrade)""}]",https://linkedin.com/in/kutaykesim,,,True,False,,Kutay Kesim
20.5,April Palmerlee,april-palmerlee,False,Active Advisor,CEO,AmCham Australia,"Sydney, New South Wales, Australia",Active Advisor; Trade & Government; Cross-border,international_entrant,,australia,"CEO @ AmCham Australia | Chairman, AmChams of Asia Pacific · As the CEO of the American Chamber of Commerce in Australia, April leads the largest and most influential international business organisation in the country, with over 600 member companies representing one million-plus businesspeople. AmCham's mission is to promote trade, commerce, and investment between the US and Australia, and to support the interests and needs of its membership base. She also serves as Chairman of the AmChams of Asia Pacific (29 individual AmChams across the region). With ov",Senior operator with extensive ANZ market experience.,"[{""name"": ""AmCham Australia""}, {""name"": ""AmChams of Asia Pacific""}]",https://linkedin.com/in/april-palmerlee-%f0%9f%87%ba%f0%9f%87%b8%f0%9f%87%a6%f0%9f%87%ba-02265b71,,,True,False,,April Palmerlee
20.5,Olwyn Connolly,olwyn-connolly,False,International Founder,Co-Founder & Group COO,Squeeze,Greater Sydney Area,International Founder; Accounting / Tax; Recognised Industry Leader,both,ireland,ireland; australia,Professional Dot-Joiner | Chaos Co-Ordinator | SAAS Executive | Innovation Seeker | Certified Board Chair™ | GAICD,Senior operator with extensive ANZ market experience.,"[{""name"": ""Squeeze""}, {""name"": ""Practice Connections Advisory""}]",https://linkedin.com/in/oconnolly,,,True,False,,Olwyn Connolly
20.5,James McEniery,james-mceniery,False,International Founder,Co-Founder Dosh NZ,Dosh New Zealand,"Auckland, Auckland, New Zealand",International Founder; Fintech Founder; Cross-border,international_entrant,other_asia,other_asia; australia,"Co-Founder Dosh NZ at DOSH New Zealand · Experienced Managing Director with a demonstrated history of working in the food & beverages industry. Skilled in Leading Global Sales and Marketing teams, developing talent and people, Board Management, FMCG, Trade Marketing, and Key Account Development.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Dosh New Zealand""}, {""name"": ""Lion""}]",https://linkedin.com/in/james-mceniery-0547712b,,,True,False,,James McEniery
20.5,Annie Jiang,annie-jiang,False,Trade & Government,Director - Investment Asia & MENA,Invest Victoria,"Melbourne, Victoria, Australia",Trade & Government; Cross-border,international_entrant,,australia,Director - International Investment Asia & MENA at Invest Victoria,Senior operator with extensive ANZ market experience.,"[{""name"": ""Invest Victoria""}, {""name"": ""Department of Education""}]",https://linkedin.com/in/annie-jiang-872253,,,True,False,,Annie Jiang
20.5,Bradley Gilbert,bradley-gilbert,False,International Founder,Founder & CEO,Traders4Traders,Greater Sydney Area,International Founder; Fintech Founder; Cross-border,international_entrant,ireland,ireland; australia,"Founder & CEO at Traders4Traders · Brad is the Director & Founder of Traders4Traders, a Forex trading education company. T4T has a specialised training program designed to produce high performance FX traders, of which the best of the best are recruited into the T4T trading team.He is a registered Commodity Trading Advisor with the NFA (USA) and is licensed by ASIC to Manage Forex Discretionary accounts for wholesale clients. Brad has been a professional Forex Trader since 1990, having worked for Citibank (Sydney, London, New York",Senior operator with extensive ANZ market experience.,"[{""name"": ""Traders4Traders""}, {""name"": ""Traders GCF LLC - Commodity Trading Advisor (0464419)""}]",https://linkedin.com/in/bradley-gilbert-63755b23,,,True,False,,Bradley Gilbert
20.5,Christine Andryszczak GAICD,christine-andryszczak-gaicd,False,Active Advisor,Head of Working Capital & Bank Guarantee Solutions,NAB,Greater Sydney Area,Active Advisor; Technology / Product,international_entrant,uk,uk; australia,"Executive Leader of Leaders | Strategy & Innovation | Customer Centricity & Business Growth | Product Owner | Working Capital, Trade & Commodity Finance · I love helping customers grow their businesses by creating solutions that work. Whether it’s developing new products, improving existing ones or innovating financing structures, there is nothing more satisfying than knowing you’ve helped your customer grow their business or keep their doors open.My ethos is, opportunity creates capability (not vice versa). A colleague once said “I love my job in strategy. We say allot but do very little”. I thought, “how can I get his job!?” In all seriousness,",Senior operator with extensive ANZ market experience.,"[{""name"": ""NAB""}, {""name"": ""Commonwealth Bank""}]",https://linkedin.com/in/christine-andryszczak,,,True,False,,Christine Andryszczak GAICD
20.5,Sam Cust,sam-cust,False,Active Advisor,Managing Director,Hyper Startup Studio,"Sydney, New South Wales, Australia",Active Advisor; Fundraising / Investment,both,,australia,"Managing Director at Hyper · Hyper is a Global Startup Studio dedicated to turning founders' ideas into thriving businesses. We guide them from concept to capital raising, through full design and development, to the successful launch of their startup. With over a decade of experience in the tech industry, I specialise in nurturing startups from their inception to high-growth success. I serve on multiple startup boards and am deeply committed to fostering the Australian startup ecosystem.I’m always open to new opportunities",Senior operator with extensive ANZ market experience.,"[{""name"": ""Hyper Startup Studio""}, {""name"": ""LOKE - Branded Ordering, Delivery & Loyalty Apps""}]",https://linkedin.com/in/samcust,,,True,False,,Sam Cust
20.5,Navaid Khatib,navaid-khatib,False,Active Advisor,Board Member,Australian Payments Network (AusPayNet),Greater Sydney Area,Active Advisor; Technology / Product; Cross-border,international_entrant,singapore,singapore; australia,"Head of Product Management, Global Payments Solutions, HSBC Australia and New Zealand · With 20 years of experience across Asia-Pacific, I bring deep domain expertise in Transaction Banking — spanning Payments, FX, Liquidity, and Cards — combined with a passion for client advisory, fintech partnerships, and solution innovation.Currently leading the Global Payments Solutions product team at HSBC Australia & New Zealand, oversee a high-performing team, and have delivered some of our region’s most strategic wins — from doubling business through a 3-year transformation plan to securing",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Australian Payments Network (AusPayNet)""}, {""name"": ""HSBC""}]",https://linkedin.com/in/navaid-khatib-21218821,,,True,False,,Navaid Khatib
20.5,Cam Stevens,cam-stevens,False,International Founder,CEO,PKG Safety Innovation,"Perth, Western Australia, Australia",International Founder; Market Research / Strategy; Recognised Industry Leader,both,uk,uk; australia,"Safety Technologist & Chartered Safety Professional | AI, Critical Risk & Digital Transformation Strategist | Founder & CEO | LinkedIn Top Voice & Keynote Speaker on AI, SafetyTech, Work Design & the Future of Work · I’m Cam Stevens. Technologist, Chartered Fellow of the Australian Institute of Health & Safety, Physio & Human Factors Specialist by training & Founder of PKG. I help high-risk organisations improve human & organisational performance by integrating AI, digital transformation, critical risk management & human factors into the flow of work.My work sits at the intersection of health & safety (WHS/HSEQ), AI, data strategy, systems thinking, safety innovation & operational risk management. I support",Senior operator with extensive ANZ market experience.,"[{""name"": ""PKG Safety Innovation""}, {""name"": ""Safety Innovation Academy""}]",https://linkedin.com/in/cameronmstevens,,,True,False,,Cam Stevens
20.5,Joe Young,joe-young,False,International Founder,Co-Founder,Mayfly Ventures,"Melbourne, Victoria, Australia",International Founder; Fundraising / Investment,both,usa,usa; australia,"Co-founder Mayfly Ventures | Co-building the AI ventures of tomorrow with industry insiders. · After a number of years of trial by error, I have found a career that I feel truly connected to. At Mayfly, we partner with passionate founders working on game changing platforms and help them navigate the three big mountains they have to climb:️ Product Development: We build apps with no code tech to launch faster. Traction: Sending the right message, to the right people at the right time. Capital: We help founders reach out to and close investors.Working alongside a superstar team which I",Senior operator with extensive ANZ market experience.,"[{""name"": ""Mayfly Ventures""}, {""name"": ""Networks X""}]",https://linkedin.com/in/joe-tm-young,,,True,False,,Joe Young
20.5,Bryan Williams,bryan-williams,False,International Founder,Founder,Hockey Stick Advisory,"Melbourne, Victoria, Australia",International Founder; Market Research / Strategy,both,usa,usa; australia,"Enabling partnership opportunities to fuel growth · We work with ambitious tech founders, C-suite, partner leaders and emerging platforms to - develop, curate and enable partnership opportunities to fuel growth- establish partnership ecosystems enabling network effects and virality - platform development to become orchestrators and drive critical mass of customers - coach & mentor leaders to utilise a partner led approach If you can help partners truly thrive, offer more to your mutual & future customers, then your company will benefit to. It’s a",Senior operator with extensive ANZ market experience.,"[{""name"": ""Hockey Stick Advisory""}, {""name"": ""New Zealand Trade and Enterprise""}]",https://linkedin.com/in/bryanwilliamsaus,,,True,False,,Bryan Williams
20.5,Claire Bull,claire-bull,False,International Founder,Head of Growth and Investment,ACS (Australian Computer Society),"Sydney, New South Wales, Australia",International Founder; Fundraising / Investment; Cross-border,international_entrant,usa,usa; australia,"Helping founders scale through global networks | Angel Investor | Mentor | Growth & Investment at ACS | Co-Founder Invest Rural · Claire started off her career in B2B Marketing focussed on Sustainability at Visy in Melbourne before anyone knew what the letters ESG stood for. She then got hooked on startup land as the first COO at Frank Green, the now cult-brand making reusable, sustainable products. On moving to Singapore she made a career shift into the Trade and Investment space helping global tech businesses expand into the Asia Pacific region and partnering with Microsoft and Governments to run global expansion program",Senior operator with extensive ANZ market experience.,"[{""name"": ""ACS (Australian Computer Society)""}, {""name"": ""Invest Rural""}]",https://linkedin.com/in/clairelouisebull,,,True,False,,Claire Bull
20.5,Aaron Birkby,aaron-birkby,False,Active Advisor,CEO & Co-Founder,Tribe Global Ventures,"Brisbane, Queensland, Australia",Active Advisor; Fundraising / Investment; Cross-border,local_startup,,australia,"Managing Partner at Tribe Global Ventures - venture capital investor for Australian B2B technology ventures scaling to the UK or USA · With over 20 years of experience in building and supporting technology companies to go global, I am a co-founder of Tribe Global Ventures, a B2B venture capital firm that invests in Australian and New Zealand tech companies and helps them scale to the UK and USA.",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Tribe Global Ventures""}, {""name"": ""Farmers2Founders""}]",https://linkedin.com/in/aaronbirkby,,,True,False,,Aaron Birkby
20.0,Liza Noonan,liza-noonan,False,Active Advisor,Chief Executive Officer,Cicada Innovations,Greater Sydney Area,Active Advisor; Startup Advisor,both,uk,uk; australia,"Innovation for Industry Development, Talent and Investment Attraction · 20+ years of experience in strategy, innovation management, ecosystem development and deep tech. Significant experience in building and leading teams comprised of multiple organisational disciplines with a strongly affilitative style. Extensive network across Australia’s Start-Up and Innovation Community. Key Capabilities:Innovation Management: embraces new approaches to solve problems or realise new opportunities; facilitating of ideation to commercialisation process, effective agent of impleme",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Cicada Innovations""}, {""name"": ""Investment NSW""}]",https://linkedin.com/in/lizanoonan,,,True,False,,Liza Noonan
20.0,Simone Dossetor,simone-dossetor,False,Active Advisor,Chief Executive Officer,Insurtech Australia,"Sydney, New South Wales, Australia",Active Advisor; Fintech Founder,functional_expert,uk,uk; australia,"Leadership | Strategy | Transformation | Innovation · I am an experienced Executive leader who has spent my career in the financial services and consulting industry. My recent roles have focused on developing and transforming businesses to be fit for an increasingly competitive future.After studying law, I spent eight years as a management consulting working in Australia and the UK. I have experience across a broad range of roles and functions including Claims, Information Technology, Mergers & Acquisitions, Strategy and Project Management.I am pas",Senior operator with extensive ANZ market experience.,"[{""name"": ""Insurtech Australia""}, {""name"": ""Sunnyhaven Disability Services Ltd""}]",https://linkedin.com/in/simone-dossetor,,,True,False,,Simone Dossetor
20.0,Ben Morrisroe,ben-morrisroe,False,International Founder,Chief Executive Officer,Oxbow,"Sydney, New South Wales, Australia",International Founder; Technology / Product,both,ireland,ireland; australia,"Founder & CEO at Oxbow · Building modern financial infrastructure for commerce.Focused on improving payments, cashflow visibility, and financial operations for inventory-driven businesses.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Oxbow""}, {""name"": ""Publift""}]",https://linkedin.com/in/ben-morrisroe,,,True,False,,Ben Morrisroe
20.0,Brian O'Farrell,brian-ofarrell,False,International Founder,Co-Founder - Chief Revenue Officer,Furthr,Greater Sydney Area,International Founder; Sales / GTM,both,ireland,ireland; australia,"Co-Founder @ Furthr - Australia's Largest Card Linked Loyalty Network · Currently focused on pioneering payment linked loyalty with Furthr by enabling banking-partners customers to earn cashback easier than any other solution in the world. Raised $2.2 million seed capital with near term Series A plans to raise growth capital. Check us out : www.Furthr.comPreviously Co-Founded Talentpool Group, working with clients like Canva, ebay, Zip, Airwallex & AfterPay opened offices in Sydney, Melbourne, Brisbane & San Francisco and at its peak averaging 8 figures in annual re",Senior operator with extensive ANZ market experience.,"[{""name"": ""Furthr""}, {""name"": ""AfterWork Ventures""}]",https://linkedin.com/in/brianofarelltalentpool,,,True,False,,Brian O'Farrell
20.0,Richard Brooks,richard-brooks,False,Trade & Government,Co-founder & Chief Commercial Officer,Credisense,"Auckland, Auckland, New Zealand",Trade & Government; Sales / GTM,international_entrant,other_asia,other_asia; australia,Chief Commercial Officer | Lending & Account Origination | Decisioning | Fraud & Biometrics | · Building business critical systems that provide superior customer experiences and robust risk and origination processes though proprietary no-code technology.,Senior operator with extensive ANZ market experience.,"[{""name"": ""Credisense""}, {""name"": ""Credisense Australia""}]",https://linkedin.com/in/richardbrooksnz,,,True,False,,Richard Brooks
20.0,Brooke Roberts,brooke-roberts,False,International Founder,Co-Founder and Director,Sharesies,New Zealand,International Founder; Fintech Founder,both,usa,usa; australia,"Co-Founder, Co-CEO and Director at Sharesies · At Sharesies we believe everyone deserves the opportunity to grow their wealth.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Sharesies""}, {""name"": ""NZ Hi-Tech Awards""}]",https://linkedin.com/in/brooketanderson,,,True,False,,Brooke Roberts
20.0,Marko Previšić,marko-previsic,False,Trade & Government,"Director, Australia & New Zealand at IDA Ireland",IDA Ireland,Australia,Trade & Government,international_entrant,ireland,ireland; australia,"Director, Australia & New Zealand at IDA Ireland · Collaboration-oriented Project Manager with a demonstrated record of building and negotiating new business within targeted and assigned portfolios. A motivated, self-driven, and adaptable individual who maintains a strong working relationship with stakeholders to achieve desired outcomes.",Senior operator with extensive ANZ market experience.,"[{""name"": ""IDA Ireland""}, {""name"": ""Tesco""}]",https://linkedin.com/in/markoprevisic14,,,True,False,,Marko Previšić
20.0,Gemma Puig,gemma-puig,False,Trade & Government,Executive Director,Catalonia Trade & Investment,Greater Sydney Area,Trade & Government,international_entrant,other_eu,other_eu; australia,Executive Director Catalonia Trade & Investment Office,Senior operator with extensive ANZ market experience.,"[{""name"": ""Catalonia Trade & Investment""}, {""name"": ""ACCI\u00d3""}]",https://linkedin.com/in/gemmapuigpanadero,,,True,False,,Gemma Puig
20.0,David Camerlengo,david-camerlengo,False,Trade & Government,"Executive Director, Investment and Industry",Investment NSW,Australia,Trade & Government,functional_expert,usa,usa; australia,"Executive Director, Investment and Industry - Premier’s Department",Senior operator with extensive ANZ market experience.,"[{""name"": ""Investment NSW""}, {""name"": ""Australian Trade and Investment Commission (Austrade)""}]",https://linkedin.com/in/david-camerlengo-22ba971a,,,True,False,,David Camerlengo
20.0,Derek Sheerin,derek-sheerin,False,International Founder,Group General Manager / Managing Partner,Davidson,Greater Melbourne Area,International Founder; Fundraising / Investment,both,ireland,ireland; australia,"Chief Executive | Founder | Director · I am the Group General Manager for Davidson Technology Consulting - a boutique consulting company offering strategic advisory, large scale delivery, and talent solutions for enterprises across Australia.Davidson is a proud Australian company with over 30 years of experience helping clients across many sectors including financial services, public sector, energy and utilities, transport and FMCG.Davidson's strength is providing deeply experienced teams to help people and clients achieve real chang",30+ years operating experience in ANZ and international markets.,"[{""name"": ""Davidson""}, {""name"": ""Lagrange Point Consulting""}]",https://linkedin.com/in/derek-sheerin-6656083,,,True,False,,Derek Sheerin
20.0,Clayton Howes,clayton-howes,False,International Founder,CEO,MONEYME,"New South Wales, Australia",International Founder; Fintech Founder; Recognised Industry Leader,both,uk,uk; australia,"Managing Director, Founder, CEO of MoneyMe | Fintech leader | 2019 AFR Most Innovative Companies | Deloitte Tech Fast 50 · Clayton Howes is the CEO, co-founder and driving force behind MoneyMe (ASX:MME), a high-growth, agile and multi-award-winning fintech that embraces the power of technology to deliver fair, transparent and frictionless consumer credit products to a tech-savvy generation with changing banking behaviours. Not content with building the nation’s most innovative fintech, Clayton has disrupted his own business, launching FreeStyle - the first virtual credit card that lives on your smartphone. He is in",Senior operator with extensive ANZ market experience.,"[{""name"": ""MONEYME""}, {""name"": ""ListReady""}]",https://linkedin.com/in/clhowes,,,True,False,,Clayton Howes
20.0,Roby Sharon-Zipser,roby-sharon-zipser,False,Scaled Founder,"CEO, Co-Founder and Executive Director",hipages Group,"Sydney, New South Wales, Australia",Scaled Founder; Technology / Product,international_entrant,,australia,"Entrepreneur. Technologies for growth. Creator of the Tradie Ecosystem · I am CEO and Co-Founder of hipages Group, an Australian-born technology company that creates effortless solutions to help tradies streamline and grow their business and delight their customers. I am driven by a passion to empower people to create and invest in technology companies that liberate others to free up their time for higher-value business activities, leading to their growth. hipages Group encapsulates this, driven by our purpose of transforming the trade industry, making better lives f",Senior operator with extensive ANZ market experience.,"[{""name"": ""hipages Group""}, {""name"": ""Advanced Audit Solutions""}]",https://linkedin.com/in/roby-sharon-zipser-8417401b,,,True,False,,Roby Sharon-Zipser
20.0,Fiona Stevens,fiona-stevens,False,Trade & Government,Chief Commercial Officer,Airtasker,"Sydney, New South Wales, Australia",Trade & Government; Sales / GTM; Recognised Industry Leader,both,uk,uk; australia,"CCO | CMO | Commercial leader | Marketing and business strategist · Internationally experienced business, marketing and people leader, with 25+ years across agency and client environments.I love working with organisations who use tech to change a category; creating and harnessing the power of technology to change the way people buy, sell, engage with, or experience products or services.I spent 15 years in an award-winning boutique London agency; establishing and then leading the Strategy and Client Services teams, as well as creating and nurturing relationships",15+ years operating experience in ANZ and international markets.,"[{""name"": ""Airtasker""}, {""name"": ""Lendi Group""}]",https://linkedin.com/in/fionastevens,,,True,False,,Fiona Stevens
20.0,Gavin O'Kane,gavin-okane,False,International Founder,Co-Founder / CTO,Doozer AI,"Brisbane, Queensland, Australia",International Founder; Technology / Product,both,ireland,ireland; australia,"AgenticAI: Where Automation Meets Autonomy - Co-founder (DoozerAI) · As technology evolves, so do the possibilities for reshaping businesses. At DoozerAI, we're leading the charge into the AgenticAI frontier, where intelligent, autonomous virtual agents revolutionize business operations.With over 20 years of experience in the software industry, I have dedicated my career to harnessing the power of technology and automation to solve complex challenges. From crafting intuitive solutions to mentoring visionary teams, my passion lies in blending cutting-edge technolo",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Doozer AI""}, {""name"": ""Efficiency Leaders""}]",https://linkedin.com/in/gavinokane,,,True,False,,Gavin O'Kane
20.0,Brian Walsh,brian-walsh,False,International Founder,Founder,East West World Private Equity Pty Ltd,Greater Sydney Area,International Founder; Fundraising / Investment,both,usa,usa; australia,"Founder, EastWestWorld Private Equity Pty Ltd · Brian Walsh is the Founder of East West. He has had a lifelong interest in the animated film industry and is now focusing on bringing together the skills of teams across an international base to cultivate a creative corporate environment. Brian also brings a wide range of experience to East West gained as an entrepreneur including financial strategies and corporate alliances. Some of the highlights of his career include securing a purchase buy-back agreement with a major utility company in the a",Senior operator with extensive ANZ market experience.,"[{""name"": ""East West World Private Equity Pty Ltd""}]",https://linkedin.com/in/bwccppr,,,True,False,,Brian Walsh
