surface,raw_value,row_count,merged_value,linkedin_code,linkedin_description,confidence,note
investors.sector_focus,EldTech,1,Aged Care,14,Hospital & Health Care,medium,
investors.sector_focus,Emerging Sectors,1,Emerging Sectors,,,medium,UNMAPPABLE:investment-thesis
investors.sector_focus,Emissions reduction,1,CleanTech,144,Renewables & Environment,high,
investors.sector_focus,Employment Tech,1,HR & Recruiting,104,Staffing and Recruiting,medium,
investors.sector_focus,Enduring businesses,1,Investment Thesis,,,high,UNMAPPABLE:investment-thesis
investors.sector_focus,energy,1,Energy,57,Oil & Energy,medium,Casing variant
investors.sector_focus,Energy Tech,1,CleanTech,144,Renewables & Environment,medium,57 secondary
investors.sector_focus,energy transition,1,CleanTech,144,Renewables & Environment,high,Casing variant
investors.sector_focus,energy transition),1,CleanTech,144,Renewables & Environment,medium,UNMAPPABLE:corrupted-fragment — trailing fragment
investors.sector_focus,Engineering Tech,1,Engineering,135,Mechanical or Industrial Engineering,medium,
investors.sector_focus,Engineering Tooling,1,Software,4,Computer Software,medium,
investors.sector_focus,Engineering Tools,1,Software,4,Computer Software,medium,
investors.sector_focus,Enterprise,1,B2B,,,low,UNMAPPABLE:business-model
investors.sector_focus,Enterprise Search,1,Software,4,Computer Software,high,
investors.sector_focus,Enterprise Security,1,Cybersecurity,118,Computer & Network Security,high,
investors.sector_focus,Environment,1,Environment,86,Environmental Services,medium,144 secondary
investors.sector_focus,Environmental,1,Environment,86,Environmental Services,medium,
investors.sector_focus,environmental impact,1,Impact,,,medium,UNMAPPABLE:investment-thesis
investors.sector_focus,Environmental impact — circular economy,1,CleanTech,144,Renewables & Environment,medium,
investors.sector_focus,esports,1,Gaming,109,Computer Games,high,Casing variant
investors.sector_focus,eSports,1,Gaming,109,Computer Games,high,Casing variant
investors.sector_focus,Ethereum,1,Web3,43,Financial Services,low,
investors.sector_focus,EV,1,Automotive,53,Automotive,medium,144 secondary
investors.sector_focus,Event Tech,1,Events Tech,110,Events Services,medium,
investors.sector_focus,Family Office,1,Investor Type,,,high,UNMAPPABLE:other — investor structure not sector
investors.sector_focus,FamTech,1,FamilyTech,,,low,UNMAPPABLE:other
investors.sector_focus,Farming,1,Agriculture,63,Farming,high,
investors.sector_focus,Female-founded technology,1,Founder Audience,,,high,UNMAPPABLE:audience
investors.sector_focus,Fertility,1,Fertility,13,Medical Practice,medium,
investors.sector_focus,Film,1,Film,35,Motion Pictures and Film,high,
investors.sector_focus,fintech),1,FinTech,43,Financial Services,medium,UNMAPPABLE:corrupted-fragment — trailing fragment
investors.sector_focus,Fitness,1,Fitness,124,"Health, Wellness and Fitness",high,
investors.sector_focus,Food Systems,1,FoodTech,23,Food Production,medium,
investors.sector_focus,food/agriculture,1,AgTech,63,Farming,medium,23 secondary
investors.sector_focus,Foodtech,1,FoodTech,23,Food Production,high,Casing variant
investors.sector_focus,Fraud Detection,1,Cybersecurity,118,Computer & Network Security,medium,43 secondary
investors.sector_focus,Frontier Research,1,Research,70,Research,medium,
investors.sector_focus,FrontierTech,1,Deep Tech,96,Information Technology and Services,low,
investors.sector_focus,Generalist (healthtech,1,Sector Agnostic,,,high,UNMAPPABLE:corrupted-fragment + agnostic
investors.sector_focus,Generalist/agnostic (technology,1,Sector Agnostic,,,high,UNMAPPABLE:corrupted-fragment + agnostic
investors.sector_focus,Genomics,1,Life Sciences,12,Biotechnology,high,
investors.sector_focus,GeoTech,1,GeoTech,84,Information Services,low,
investors.sector_focus,Geothermal,1,CleanTech,144,Renewables & Environment,high,
investors.sector_focus,Gig Economy,1,Marketplace,6,Internet,low,Part business-model
investors.sector_focus,Global Expansion,1,Investment Thesis,,,high,UNMAPPABLE:investment-thesis
investors.sector_focus,Government,1,Government,75,Government Administration,medium,
investors.sector_focus,Grid,1,Utilities,59,Utilities,medium,
investors.sector_focus,Grid Tech,1,Utilities,59,Utilities,medium,
investors.sector_focus,Group Buying,1,E-commerce,27,Retail,low,
investors.sector_focus,growth companies,1,Funding Stage,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Growth Stage,1,Funding Stage,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Growth Stage Tech,1,Technology,96,Information Technology and Services,low,Part funding-stage
investors.sector_focus,Hard Tech,1,Deep Tech,96,Information Technology and Services,low,
investors.sector_focus,hard-to-abate emissions),1,CleanTech,144,Renewables & Environment,medium,UNMAPPABLE:corrupted-fragment
investors.sector_focus,Hard-to-abate industry decarbonisation,1,CleanTech,144,Renewables & Environment,high,
investors.sector_focus,hardware (broad),1,Hardware,3,Computer Hardware,medium,
investors.sector_focus,Health & Life Sciences,1,Life Sciences,12,Biotechnology,medium,14 secondary
investors.sector_focus,health IT,1,HealthTech,14,Hospital & Health Care,high,
investors.sector_focus,health),1,Healthcare,14,Hospital & Health Care,medium,UNMAPPABLE:corrupted-fragment
investors.sector_focus,Health/Medtech,1,HealthTech,14,Hospital & Health Care,high,17 secondary
investors.sector_focus,healthcare,1,Healthcare,14,Hospital & Health Care,high,Casing variant
investors.sector_focus,Healthcare — pharma,1,Pharmaceuticals,15,Pharmaceuticals,high,
investors.sector_focus,Healthcare Talent,1,HR & Recruiting,104,Staffing and Recruiting,medium,14 secondary
investors.sector_focus,Healthtech,1,HealthTech,14,Hospital & Health Care,high,Casing variant
investors.sector_focus,healthtech priority),1,HealthTech,14,Hospital & Health Care,medium,UNMAPPABLE:corrupted-fragment
investors.sector_focus,High Growth Tech,1,Technology,96,Information Technology and Services,low,Part thesis
investors.sector_focus,High-growth,1,Investment Thesis,,,high,UNMAPPABLE:investment-thesis
investors.sector_focus,High-growth global tech (agnostic),1,Sector Agnostic,,,high,UNMAPPABLE:agnostic
investors.sector_focus,Highly scalable breakthrough technology (global),1,Technology,96,Information Technology and Services,low,Part thesis
investors.sector_focus,Highly thematic technology,1,Technology,96,Information Technology and Services,low,Part thesis
investors.sector_focus,HighTech,1,Technology,96,Information Technology and Services,low,
investors.sector_focus,Hotel Tech,1,Hospitality,31,Hospitality,medium,
investors.sector_focus,Household,1,Consumer Goods,25,Consumer Goods,low,
investors.sector_focus,housing,1,Real Estate,44,Real Estate,medium,
investors.sector_focus,HR SaaS,1,HR Tech,137,Human Resources,high,
investors.sector_focus,HR Tech,1,HR Tech,137,Human Resources,high,
investors.sector_focus,Human augmentation,1,Deep Tech,96,Information Technology and Services,low,
investors.sector_focus,Human Health,1,Healthcare,14,Hospital & Health Care,medium,
investors.sector_focus,Impact (Climate,1,Impact,,,high,UNMAPPABLE:corrupted-fragment + investment-thesis
investors.sector_focus,Impact (climate justice,1,Impact,,,high,UNMAPPABLE:corrupted-fragment + investment-thesis
investors.sector_focus,Indigenous/Aboriginal Tech,1,Founder Audience,,,medium,UNMAPPABLE:audience
investors.sector_focus,Industrial AI,1,AI & Data,4,Computer Software,medium,135 secondary
investors.sector_focus,Industrial Machinery,1,Machinery,55,Machinery,high,
investors.sector_focus,Industrial Tech,1,Industrial,135,Mechanical or Industrial Engineering,medium,
investors.sector_focus,Influencer Marketing,1,Marketing,80,Marketing and Advertising,high,
investors.sector_focus,Information technology — SaaS,1,SaaS,4,Computer Software,high,
investors.sector_focus,Infrastructure Software,1,Software,4,Computer Software,high,
investors.sector_focus,Innovation Commercialisation,1,Research,70,Research,medium,
investors.sector_focus,InsightTech,1,AI & Data,4,Computer Software,low,
investors.sector_focus,IT Automation,1,Software,4,Computer Software,high,
investors.sector_focus,Labour,1,HR & Recruiting,104,Staffing and Recruiting,low,
investors.sector_focus,LatAm cross-border,1,Geography,,,high,UNMAPPABLE:geography
investors.sector_focus,Legal,1,Legal,10,Legal Services,high,
investors.sector_focus,LGBTQIA+ Founders,1,Founder Audience,,,high,UNMAPPABLE:audience
investors.sector_focus,life sciences,1,Life Sciences,12,Biotechnology,medium,Casing variant
investors.sector_focus,Life Sciences (therapeutics,1,Life Sciences,12,Biotechnology,medium,UNMAPPABLE:corrupted-fragment; mapped on prefix
investors.sector_focus,Lifestyle,1,Consumer,25,Consumer Goods,low,
investors.sector_focus,Lightning Network,1,Web3,43,Financial Services,low,
investors.sector_focus,Location Tech,1,GeoTech,84,Information Services,low,
investors.sector_focus,Loyalty,1,MarTech,80,Marketing and Advertising,medium,
investors.sector_focus,M&A,1,Deal Type,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Maritime,1,Maritime,95,Maritime,high,
investors.sector_focus,Marketing Measurement,1,MarTech,80,Marketing and Advertising,high,
investors.sector_focus,MarketPlace,1,Marketplace,6,Internet,medium,Casing variant
investors.sector_focus,marketplaces,1,Marketplace,6,Internet,medium,Casing variant
investors.sector_focus,Material Science,1,Advanced Materials,54,Chemicals,low,
investors.sector_focus,MediaTech,1,Media,113,Online Media,medium,
investors.sector_focus,Medical,1,Healthcare,14,Hospital & Health Care,medium,
investors.sector_focus,medical devices,1,MedTech,17,Medical Devices,high,Casing variant
investors.sector_focus,medical technology),1,MedTech,17,Medical Devices,medium,UNMAPPABLE:corrupted-fragment
investors.sector_focus,Medtech,1,MedTech,17,Medical Devices,high,Casing variant
investors.sector_focus,Methane reduction,1,CleanTech,144,Renewables & Environment,high,
investors.sector_focus,Microelectronics,1,Semiconductors,7,Semiconductors,medium,
investors.sector_focus,migration),1,Fragment,,,high,UNMAPPABLE:corrupted-fragment — original unclear
investors.sector_focus,mining,1,Mining & Metals,56,Mining & Metals,high,Casing variant
investors.sector_focus,Mining,1,Mining & Metals,56,Mining & Metals,high,
investors.sector_focus,mining focus),1,Mining & Metals,56,Mining & Metals,medium,UNMAPPABLE:corrupted-fragment
investors.sector_focus,mobility,1,Mobility,92,Transportation/Trucking/Railroad,medium,Casing variant
investors.sector_focus,MOOC,1,EdTech,132,E-Learning,high,
investors.sector_focus,National security,1,Defence,1,Defense & Space,high,
investors.sector_focus,National Security,1,Defence,1,Defense & Space,high,Casing variant
investors.sector_focus,Network Security,1,Cybersecurity,118,Computer & Network Security,high,
investors.sector_focus,NetZero,1,CleanTech,144,Renewables & Environment,high,
investors.sector_focus,Obstetrics,1,Medical Practice,13,Medical Practice,high,
investors.sector_focus,Online and Mail Order Retail,1,E-commerce,27,Retail,medium,Post-migration V2 group value
investors.sector_focus,Online Learning,1,EdTech,132,E-Learning,high,
investors.sector_focus,online marketplaces,1,Marketplace,6,Internet,medium,Casing variant
investors.sector_focus,Open Banking,1,FinTech,43,Financial Services,high,
investors.sector_focus,Operations Tech,1,Software,4,Computer Software,low,
investors.sector_focus,Outdoor,1,Consumer Goods,20,Sporting Goods,low,
investors.sector_focus,Parenting,1,FamilyTech,88,Individual & Family Services,low,
investors.sector_focus,Parenting Tech,1,FamilyTech,88,Individual & Family Services,low,
investors.sector_focus,Patents,1,IP Services,10,Legal Services,low,
investors.sector_focus,People),1,Fragment,,,high,UNMAPPABLE:corrupted-fragment
investors.sector_focus,Pet Tech,1,Pet Tech,16,Veterinary,medium,
investors.sector_focus,PFM,1,FinTech,43,Financial Services,medium,Personal financial management
investors.sector_focus,Pharma,1,Pharmaceuticals,15,Pharmaceuticals,high,
investors.sector_focus,Pharmaceuticals,1,Pharmaceuticals,15,Pharmaceuticals,high,
investors.sector_focus,Physical Sciences,1,Research,70,Research,medium,
investors.sector_focus,Physical World (climate/environment),1,CleanTech,144,Renewables & Environment,medium,
investors.sector_focus,Platform,1,Platform,,,low,UNMAPPABLE:business-model
investors.sector_focus,PLG,1,PLG,,,high,UNMAPPABLE:business-model — product-led growth
investors.sector_focus,Power Infrastructure,1,Utilities,59,Utilities,high,
investors.sector_focus,PR/Comms,1,PR & Communications,98,Public Relations and Communications,high,
investors.sector_focus,Pre-IPO,1,Funding Stage,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Pre-seed,1,Funding Stage,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Procurement,1,Procurement,116,Logistics and Supply Chain,low,
investors.sector_focus,Product-Led,1,PLG,,,high,UNMAPPABLE:business-model
investors.sector_focus,Property,1,Real Estate,44,Real Estate,high,
investors.sector_focus,Proptech,1,PropTech,44,Real Estate,high,Casing variant
investors.sector_focus,PropTech (real estate technology),1,PropTech,44,Real Estate,high,
investors.sector_focus,PropTech (strata/apartment communities),1,PropTech,44,Real Estate,high,
investors.sector_focus,Public equities,1,Asset Class,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,QLD-focused (also B2B SaaS,1,Geography,,,high,UNMAPPABLE:corrupted-fragment + geography
investors.sector_focus,Quant,1,FinTech,43,Financial Services,low,
investors.sector_focus,Real estate,1,Real Estate,44,Real Estate,high,Casing variant
investors.sector_focus,RealTech (real estate,1,PropTech,44,Real Estate,medium,UNMAPPABLE:corrupted-fragment; mapped on prefix
investors.sector_focus,Regenerative economy,1,CleanTech,144,Renewables & Environment,medium,
investors.sector_focus,regulated industries),1,Fragment,,,high,UNMAPPABLE:corrupted-fragment
investors.sector_focus,Regulatory Tech,1,RegTech,4,Computer Software,low,
investors.sector_focus,Renewable energy,1,CleanTech,144,Renewables & Environment,high,Casing variant
investors.sector_focus,Renewable energy (REVC Fund),1,CleanTech,144,Renewables & Environment,high,
investors.sector_focus,Resources,1,Mining & Metals,56,Mining & Metals,medium,57 secondary
investors.sector_focus,Retail Technology,1,Retail,27,Retail,medium,
investors.sector_focus,Revenue-generating businesses,1,Investment Thesis,,,high,UNMAPPABLE:investment-thesis
investors.sector_focus,SaaS Marketplaces,1,SaaS,4,Computer Software,high,
investors.sector_focus,scalable businesses,1,Investment Thesis,,,high,UNMAPPABLE:investment-thesis
investors.sector_focus,Scalable technology (early-stage),1,Technology,96,Information Technology and Services,low,Part funding-stage
investors.sector_focus,SDG,1,Impact,,,high,UNMAPPABLE:investment-thesis
investors.sector_focus,Search,1,Software,4,Computer Software,medium,
investors.sector_focus,Secondary,1,Funding Stage,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Sector Agnostic,1,Sector Agnostic,,,high,UNMAPPABLE:agnostic
investors.sector_focus,Seed,1,Funding Stage,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Self-Custody,1,Web3,43,Financial Services,low,
investors.sector_focus,Self-Driving,1,Automotive,53,Automotive,medium,
investors.sector_focus,Semiconductors,1,Semiconductors,7,Semiconductors,high,
investors.sector_focus,services M&A (cross-border advisory),1,Deal Type,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,smart cities,1,Smart Cities,51,Civil Engineering,low,Casing variant
investors.sector_focus,SMB,1,SMB,,,high,UNMAPPABLE:business-model
investors.sector_focus,SMBs (PE),1,SMB,,,high,UNMAPPABLE:business-model + funding-stage
investors.sector_focus,SME Finance,1,FinTech,43,Financial Services,high,
investors.sector_focus,SMSF,1,FinTech,43,Financial Services,medium,Self-managed super funds
investors.sector_focus,Social,1,Social Platforms,6,Internet,low,
investors.sector_focus,Social enterprise,1,Impact,,,high,UNMAPPABLE:investment-thesis — casing variant
investors.sector_focus,Social impact,1,Impact,,,high,UNMAPPABLE:investment-thesis — casing variant
investors.sector_focus,Social Media,1,Social Platforms,6,Internet,medium,
investors.sector_focus,Sole-Trader Tech,1,SMB,4,Computer Software,low,
investors.sector_focus,South-East Asia connected,1,Geography,,,high,UNMAPPABLE:geography
investors.sector_focus,Sovereign capability,1,Defence,1,Defense & Space,medium,
investors.sector_focus,space,1,Defence & Space,1,Defense & Space,high,Casing variant
investors.sector_focus,Space Research and Technology,1,Defence & Space,1,Defense & Space,high,Post-migration V2 group value
investors.sector_focus,Space Tech,1,Defence & Space,1,Defense & Space,high,
investors.sector_focus,Special situations,1,Deal Type,,,high,UNMAPPABLE:funding-stage
investors.sector_focus,Spend Management,1,FinTech,43,Financial Services,high,
investors.sector_focus,Sport,1,Sports,33,Sports,high,
investors.sector_focus,Sports & EventTech,1,SportTech,33,Sports,medium,110 secondary
investors.sector_focus,Sports Tech,1,SportTech,33,Sports,medium,
investors.sector_focus,Strategy Consulting,1,Consulting,11,Management Consulting,high,
investors.sector_focus,Student founders (sector agnostic),1,Sector Agnostic,,,high,UNMAPPABLE:agnostic + audience
investors.sector_focus,Subscription,1,Subscription,,,high,UNMAPPABLE:business-model
investors.sector_focus,subscription-based internet,1,Internet,6,Internet,medium,Part business-model
investors.sector_focus,supply chain,1,Logistics,116,Logistics and Supply Chain,high,Casing variant
investors.sector_focus,Supply Chain,1,Logistics,116,Logistics and Supply Chain,high,
investors.sector_focus,sustainable agriculture,1,AgTech,63,Farming,medium,144 secondary
investors.sector_focus,sustainable aviation fuel,1,CleanTech,144,Renewables & Environment,high,94 secondary
investors.sector_focus,TaaS,1,Transport-as-a-Service,92,Transportation/Trucking/Railroad,low,
investors.sector_focus,tax reform,1,Theme,,,high,UNMAPPABLE:theme
investors.sector_focus,Tech (AI,1,Technology,96,Information Technology and Services,medium,UNMAPPABLE:corrupted-fragment; mapped on prefix
investors.sector_focus,Tech Enabled,1,Tech-Enabled Services,,,medium,UNMAPPABLE:business-model
investors.sector_focus,Tech Infrastructure,1,Software,4,Computer Software,high,
investors.sector_focus,Technology (Asia-Pacific),1,Technology,96,Information Technology and Services,low,Part geography
investors.sector_focus,Technology (AU early stage),1,Technology,96,Information Technology and Services,low,Part geography + stage
investors.sector_focus,Technology (Australia–Japan bridge),1,Technology,96,Information Technology and Services,low,Part geography
investors.sector_focus,Technology (fast-growth),1,Technology,96,Information Technology and Services,low,Part thesis
investors.sector_focus,Technology (growth-stage),1,Technology,96,Information Technology and Services,low,Part funding-stage
investors.sector_focus,Technology (high-growth),1,Technology,96,Information Technology and Services,low,Part thesis
investors.sector_focus,Technology (NZ-focused),1,Technology,96,Information Technology and Services,low,Part geography
investors.sector_focus,Technology (SaaS,1,SaaS,4,Computer Software,medium,UNMAPPABLE:corrupted-fragment; mapped on content
investors.sector_focus,Technology (SE Asia / India),1,Technology,96,Information Technology and Services,low,Part geography
investors.sector_focus,Technology (secondaries),1,Technology,96,Information Technology and Services,low,Part funding-stage
investors.sector_focus,Technology (thematic),1,Technology,96,Information Technology and Services,low,Part thesis
investors.sector_focus,Technology (UQ research commercialisation,1,Technology,96,Information Technology and Services,low,UNMAPPABLE:corrupted-fragment; mapped on prefix
investors.sector_focus,Technology (VC),1,Technology,96,Information Technology and Services,low,
investors.sector_focus,Technology growth companies,1,Technology,96,Information Technology and Services,low,Part thesis
investors.sector_focus,Technology-enabled businesses,1,Tech-Enabled Services,,,medium,UNMAPPABLE:business-model
investors.sector_focus,Technology-enabled companies globally,1,Tech-Enabled Services,,,medium,UNMAPPABLE:business-model
investors.sector_focus,Telecoms,1,Telecommunications,8,Telecommunications,high,
investors.sector_focus,Telephony,1,Telecommunications,8,Telecommunications,high,
investors.sector_focus,Television,1,Broadcast Media,36,Broadcast Media,high,
investors.sector_focus,Tokenisation,1,Web3,43,Financial Services,low,
investors.sector_focus,Tourism Tech,1,TravelTech,30,"Leisure, Travel & Tourism",medium,
investors.sector_focus,Trade Services,1,Trade Services,48,Construction,low,Ambiguous (tradies vs trade)
investors.sector_focus,Trading,1,Capital Markets,129,Capital Markets,medium,
investors.sector_focus,transport,1,Logistics,116,Logistics and Supply Chain,medium,Casing variant
investors.sector_focus,Transport,1,Logistics,116,Logistics and Supply Chain,medium,92 secondary
investors.sector_focus,Transport-as-a-Service,1,Transport-as-a-Service,92,Transportation/Trucking/Railroad,low,
investors.sector_focus,TravelTech,1,TravelTech,30,"Leisure, Travel & Tourism",medium,
investors.sector_focus,University commercialisation (broad technology sectors),1,University Spinouts,70,Research,medium,
investors.sector_focus,University Spinoffs,1,University Spinouts,70,Research,medium,
investors.sector_focus,US-footprint Australian,1,Geography,,,high,UNMAPPABLE:geography
investors.sector_focus,Vacation Rental,1,TravelTech,30,"Leisure, Travel & Tourism",medium,
investors.sector_focus,Vaccines,1,Pharmaceuticals,15,Pharmaceuticals,high,
investors.sector_focus,VC (historical),1,Investor Type,,,high,UNMAPPABLE:other
investors.sector_focus,Vertical AI,1,AI & Data,4,Computer Software,high,
investors.sector_focus,Vertical SaaS,1,SaaS,4,Computer Software,high,
investors.sector_focus,Virtual Experience,1,VR/AR,109,Computer Games,low,
investors.sector_focus,VR,1,VR/AR,109,Computer Games,low,
investors.sector_focus,Water,1,Water,59,Utilities,high,
investors.sector_focus,Wealth Management,1,Investment Management,46,Investment Management,high,
investors.sector_focus,Wealth Tech,1,FinTech,43,Financial Services,high,46 secondary
investors.sector_focus,Wireless Infrastructure,1,Telecommunications,8,Telecommunications,high,119 secondary
investors.sector_focus,Women's Business,1,Founder Audience,,,high,UNMAPPABLE:audience
investors.sector_focus,Women's Health,1,FemTech,14,Hospital & Health Care,medium,
investors.sector_focus,Women's Leadership,1,Founder Audience,,,high,UNMAPPABLE:audience
investors.sector_focus,workflow-led,1,Fragment,,,medium,UNMAPPABLE:corrupted-fragment
