table,id,name,final_sector_tags,final_sector_agnostic,migration_action,tag_source,rationale
innovation_ecosystem,d541370b-0357-4a59-b3e7-cbb384c61611,Founders Defence 10x,government-administration|manufacturing,false,tag,stored_label,Defence & Space (vocabulary: defence) — derived from the stored label only; verify against the name/title before applyin
innovation_ecosystem,e0fee71c-2465-4078-a98d-221925e87cf1,Banquet Studio,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the coworking/startup hub name may indicate a vertic
innovation_ecosystem,e432da5c-1d8d-4919-890f-fe80acf28c15,Founders Health 10x,hospitals-and-health-care,false,tag,stored_label,Healthcare (alias: healthcare) — derived from the stored label only; verify against the name/title before applying
innovation_ecosystem,e6071edd-f223-4f33-af3b-6d8e931f4ddf,Electrify Accelator / Ministry of Awesom,utilities,false,tag,web_verified,Electrify — NZ clean-energy accelerator
innovation_ecosystem,e9ba4073-fdd6-42b4-abc3-ad265abaf147,CORE Innovation Hub,oil-gas-and-mining|utilities|technology-information-and-media,false,tag,web_verified,CORE — energy/mining/technology ecosystem (DB descr)
innovation_ecosystem,f6fcc286-ca0c-4097-b1ad-410e328a4ddd,Impact X,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the coworking/startup hub name may indicate a vertic
innovation_ecosystem,faaf35b1-c37f-424b-9432-cfb596be45b6,CoLabs,hospitals-and-health-care,false,tag,web_verified,CoLabs — bio-led wet-lab coworking (health primary)
innovation_ecosystem,27a28ee2-0080-496b-b853-d33f46a0e034,HATCH (Taronga Accelerator Program),,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the coworking/startup hub name may indicate a vertic
innovation_ecosystem,4516f8e6-7dae-4511-a609-f29838932571,Launch VIC - CIVVIC Labs,government-administration,false,tag,web_verified,LaunchVic CivVic Labs — govtech challenge program
innovation_ecosystem,6b578305-c7c4-4b26-aa6e-9fd01d424723,Creative HQ,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the coworking/startup hub name may indicate a vertic
innovation_ecosystem,75ae3dfb-1e2a-4433-bc2f-fc7d4462207d,The Factory NZ,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the coworking/startup hub name may indicate a vertic
innovation_ecosystem,8e95ecc0-c5e5-4cf2-9675-d98718308bb9,National Energy Transition Accelerator (,utilities,false,tag,web_verified,NETA — national energy-transition accelerator
innovation_ecosystem,9d71aa30-9fe5-4b8f-bc86-6183fc79fcee,Venture Catalyst Space Accelerator,government-administration|manufacturing,false,tag,web_verified,UniSA space-tech accelerator (space convention)
innovation_ecosystem,bb6e71ca-0946-4268-a025-e7280a4d6697,Swinburne Accelerator,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the coworking/startup hub name may indicate a vertic
innovation_ecosystem,e0bc60e7-2d49-4950-8613-015c31f85b38,Curtin University Accelerator,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the coworking/startup hub name may indicate a vertic
investors,20d6e883-273c-4093-ae46-1b1fcb72e84a,Backbone Ventures,,true,leave-location-gated,stored_label,"6 sectors derived from ['Education', 'FinTech', 'Healthcare', 'Logistics', 'Marketplace', 'Retail', 'SaaS'] — effectivel"
investors,34a5058a-94a6-48c8-8052-8260daff845a,Kilara Capital,utilities|manufacturing|farming-ranching-forestry,false,tag,operator_review,Kilara — climate PE incl. Food&Ag platform (farming swapped in)
investors,3ac1aa3b-e29e-479d-b77f-875e31b1f32c,GD1,technology-information-and-media,false,tag,operator_review,GD1 — broad NZ tech VC (manufacturing dropped)
investors,81b45638-4659-4114-ad28-a96d848a7412,MOVAC,technology-information-and-media|manufacturing,false,tag,operator_review,MOVAC — generalist NZ tech (professional-services dropped)
investors,9108766f-f587-4f44-abb8-a3ce2983b541,Tenmile,hospitals-and-health-care|manufacturing,false,tag,stored_label,Biotechnology (alias: biotech); Healthcare (alias: healthcare) — derived from the stored label only; verify against the 
investors,f33de277-3c4e-4424-8bca-ee96697dd4a9,XV Capital,entertainment-providers|technology-information-and-media,false,tag,stored_label,Gaming (alias: gaming); Sports (spectator sports group under Entertainment Providers); SportTech (sports + tech) — deriv
investors,012b27c7-a93d-4b14-af08-5ed4ffdc4570,KKR & Co. Inc.,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the investor name may indicate a vertical (do not ru
investors,09c3e678-7026-4b52-adc5-dafb48017b21,Potentia Capital,technology-information-and-media,false,tag,web_verified,Potentia — AU/NZ software/tech-enabled PE
investors,139060fd-c555-4eaf-b05b-f0cb7a8965fd,Icehouse Ventures,,true,leave-location-gated,stored_label,no stored sector labels — propose agnostic PENDING OPERATOR REVIEW; the investor name may indicate a vertical (do not ru
investors,54b590d6-3b13-4e33-b901-92b71d8303fb,Larsen Ventures,hospitals-and-health-care|education|technology-information-and-media,false,tag,operator_review,Larsen — Perth health-tech + ed-tech VC
investors,946dfa3a-aa8e-4827-b88b-556fe86c62d6,Outset Venture,manufacturing|technology-information-and-media|utilities,false,tag,web_verified,Outset — NZ deep-tech (energy/adv-manufacturing/materials)
investors,af373908-2e76-471e-a8af-7a31a7f7ea1a,Nuance,,true,leave-location-gated,operator_review,Nuance — deep-tech across 4+ verticals; agnostic (too diversified)
investors,af83be3e-8a26-4e19-934a-c411595507a9,Co Ventures,,true,leave-location-gated,operator_review,Co Ventures — software-only but vertical-agnostic (business-model != industry)
investors,e075317f-7e60-41bb-8e90-a6a39c8b97ad,Reinventure Group,financial-services|technology-information-and-media,false,tag,web_verified,Reinventure — Westpac-backed fintech VC (liveness = separate ops note)
