Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL
Business SA,Advice,Expert,SA,,,Unspecified,,,"South Australia's peak employer body. Runs Business Accelerator Program, SAYES (SA Young Entrepreneurs Scheme) and ENCORE programs connecting founders with mentors.",https://business.sa.gov.au/,2026-07-09,https://app.notion.com/p/Business-SA-3985de22266781a59c0fcaa2285d1701
Business Tasmania,Advice,Government,TAS,,,Unspecified,,,Tasmania's business support portal with Business Growth Loan Scheme and incubator programs.,https://www.business.tas.gov.au/,2026-07-09,https://app.notion.com/p/Business-Tasmania-3985de2226678150ba2df0f037f94ddc
Business Victoria Grants Finder,Advice,Tool,VIC,,Always open,Open / Rolling,,,"Find and apply for Victorian Government grants, funding and financial assistance for businesses, including eligibility criteria and application dates.",https://business.vic.gov.au/grants-and-programs/,2026-07-09,https://app.notion.com/p/Business-Victoria-Grants-Finder-3985de222667811183dcf1bc09b59693
Business.gov.au,Advice,Government,National,,,Unspecified,Tech,,"The Australian Government's central hub for business information, grants finder, registration tools and compliance guides.",https://business.gov.au/,2026-07-09,https://app.notion.com/p/Business-gov-au-3985de222667814da33ac5ba3b54ab23
Business.gov.au Grants and Programs Finder,Advice,Tool,National,,Always open,Open / Rolling,,,"Free guided search tool to find grants, funding and support programs from across Australian government. Over 500 grants searchable by industry, location, and business type.",https://business.gov.au/grants-and-programs,2026-07-09,https://app.notion.com/p/Business-gov-au-Grants-and-Programs-Finder-3985de222667817689b8f568dab73f89
Cardinia Ventures,Funding,Investor,National,,,Unspecified,Tech; SaaS; EdTech,,"Sydney-based VC investing in software and hardware companies from Pre-Seed through Series A. Backs ambitious technology founders across enterprise applications, SaaS, edtech, logistics, and AI in Australia, the US, and Southeast Asia. Cheque size not publicly disclosed.",https://www.cardiniaventures.com/,2026-07-09,https://app.notion.com/p/Cardinia-Ventures-3985de22266781c4a220cedc3701e4b5
Carthona Capital,Funding,Investor,National,$1m - $3m initial (Pre-seed to Series A),Always open,Open / Rolling,Tech,,"VC with ~$360M under management. Pre-seed to Series A in consumer, fintech, AI, and enterprise software. Carbon neutral certified.",https://www.carthonaCapital.com.au/,2026-07-09,https://app.notion.com/p/Carthona-Capital-3985de222667814dbd02d6f02cf3a775
Cartier Women's Initiative,Funding,Competition,National,"USD $100,000",Closes 16 Jun 2026,Scheduled / Dated,,Women,"International award programme backing women-founded, for-profit businesses with social or environmental impact. Fellows receive USD $30,000 to $100,000 equity-free, plus mentoring, global visibility, and a year-long fellowship. Nine regional awards (including Oceania for Australian founders) plus a Science and Technology Pioneer Award. Requires annual revenue USD $50,000–$5 million, team of 5–250 (including contractors), and no more than USD $2 million dilutive funding raised. Science and Tech track excludes AI applications built on third-party models.",https://www.cartierwomensinitiative.com/,2026-07-09,https://app.notion.com/p/Cartier-Women-s-Initiative-3985de2226678145a30bc4e9f5535718
Catalysr,Programs,Accelerator,National,,Cohort-based (3-month Accelerate program),Scheduled / Dated,Tech,Migrant,"Incubator empowering migrant and refugee entrepreneurs since 2016. 1,045+ migrapreneurs supported.",https://catalysr.com.au/,2026-07-09,https://app.notion.com/p/Catalysr-3985de222667815992c7dee3b9807ffc
CBA x15ventures,Funding,Corporate,National,,,Unspecified,FinTech,,"CommBank's venture builder backing startups for 15M customers. Builds, buys, and invests in digital ventures.",https://x15ventures.com.au/,2026-07-09,https://app.notion.com/p/CBA-x15ventures-3985de2226678157a358fbc2e2b922df
CBR Innovation Network,Advice,Government,ACT,,,Unspecified,Tech,,"ACT's innovation hub running GRIFFIN Accelerator, KILN Incubator, and connecting Canberra's startup community.",https://cbrin.com.au/,2026-07-09,https://app.notion.com/p/CBR-Innovation-Network-3985de22266781d4a41ece8586484ffd
CERI,Programs,University,WA,,,Unspecified,,,"WA social enterprise since 2016. 1,150+ graduates, $114M combined valuations. Programs include Entrepreneurial Mindset Bootcamp.",https://www.ceri.org.au/,2026-07-09,https://app.notion.com/p/CERI-3985de222667815faed4c159cbfb9712
CFO Centre,Advice,Expert,National,,,Unspecified,,,"Part-time and fractional CFO services for growing businesses. Experienced CFOs providing financial strategy, fundraising support, and board-ready reporting.",https://www.cfocentre.com.au/,2026-07-09,https://app.notion.com/p/CFO-Centre-3985de222667811eb9eecde3e8d4ceff
Chamber of Commerce NT,Connections,Community,NT,,,Unspecified,,,"NT's peak business body established 1957 with 1,200+ member businesses. Hosts 100+ business events annually including networking, training and industry forums.",https://www.chamberofcommercentnt.com.au/,2026-07-09,https://app.notion.com/p/Chamber-of-Commerce-NT-3985de22266781e2be9bf842ce570e1e
Cicada Innovations,Programs,Accelerator,NSW,,Apply anytime,Open / Rolling,DeepTech; HealthTech,,"Australia's leading deep tech incubator with 25+ year track record. 400+ startups, $6.1B+ raised. Custom labs in Eveleigh, Westmead HealthTechHub.",https://www.cicadainnovations.com/,2026-07-09,https://app.notion.com/p/Cicada-Innovations-3985de222667814fbaa2ea53b8fe7054
City of Melbourne Business Growth and Impact Grants,Funding,Grant,VIC,"$10,000 - $50,000 (ex GST)","Annual, opens Oct",Scheduled / Dated,,,"Competitive funding for small businesses, startups and social enterprises operating within the City of Melbourne. Four streams: Expansion (new product/market/relocation), Social Impact (B-Corp or social enterprise), Shopfront Occupancy (activate vacant shopfronts for 6+ months), Social Enterprise. Co-contribution option for larger grants. Annual round typically opens October.",https://www.melbourne.vic.gov.au/business/grants/,2026-07-09,https://app.notion.com/p/City-of-Melbourne-Business-Growth-and-Impact-Grants-3985de22266781a69691d28837bf82e2
CivVic Labs,Programs,Accelerator,VIC,"$15,000 equity-free (+$35,000 for standouts)",,Unspecified,Tech,,LaunchVic pre-accelerator connecting startups with Victorian public sector agencies to solve real-world government challenges. Startups build and pilot solutions with government partners.,https://www.innovationvictoria.com/pathways/programs/civvic-labs,2026-07-09,https://app.notion.com/p/CivVic-Labs-3985de22266781478382f8bd2ca8c14a
Clean Energy Finance Corporation (CEFC),Funding,Investor,National,,,Unspecified,CleanTech,,"Australian federal government-backed specialist climate investor deploying debt and equity across renewable energy, energy storage, electrification, clean transport, agriculture, and climate technology. Not a traditional VC — co-finances projects and funds at growth and infrastructure scale. Over $24b deployed. A dedicated clean energy innovation mandate covers earlier-stage climate tech.",https://www.cefc.com.au/,2026-07-09,https://app.notion.com/p/Clean-Energy-Finance-Corporation-CEFC-3985de22266781498be5ee224f263ece
Climate Tech Partners,Funding,Investor,National,,,Unspecified,CleanTech,,"Melbourne-based climate-focused VC launched 2023. Targets Series A investments in breakthrough climate technologies: grid tech, low-carbon fuels, and climate adaptation. Backed by Australian Ethical, CEFC, Qantas, and Airbus. $50m debut fund. Climate sector only — founders outside this space will not qualify.",https://climatetech.partners/,2026-07-09,https://app.notion.com/p/Climate-Tech-Partners-3985de22266781429dc4e025f6147d39
Clinton Capital Partners,Funding,Investor,National,,,Unspecified,FinTech; HealthTech; EdTech; SaaS,,"Sydney-based capital advisory firm that raises capital for early-stage companies and co-invests its own capital. Covers Seed through IPO across fintech, healthtech, edtech, and software. Access to a global network of approximately 5,000 family offices and institutional investors. Operates on a success-fee model — note this is an advisory firm, not a direct VC fund.",https://www.clintoncapitalpartners.com.au/,2026-07-09,https://app.notion.com/p/Clinton-Capital-Partners-3985de22266781a6bebdde59ac36ad5e
Cohort Innovation Space,Programs,Accelerator,QLD,,,Unspecified,HealthTech; Tech,,"Gold Coast Health and Knowledge Precinct launchpad for health, science and tech ventures. Runs LuminaX healthtech accelerator, InvestFest, NextGen pre-accelerator, Founders Club peer learning and monthly Office Hours mentoring.",https://cohortspace.com.au/,2026-07-09,https://app.notion.com/p/Cohort-Innovation-Space-3985de2226678125b8b0c5b6469c3ff9
Common Sense Ventures,Funding,Investor,National,$100k - $1m,,Unspecified,Tech; SaaS,,"Australian family office investing $100k–$1m in early-stage software, media, and SaaS companies. Backs founders at seed stage and earlier, with a preference for being the first outside money in. Actively helps Australian companies expand to the US. Portfolio includes two ASX IPO exits.",https://www.commonsense.vc/,2026-07-09,https://app.notion.com/p/Common-Sense-Ventures-3985de22266781cea3d3e625cf11b6c7
Coralus (formerly SheEO),Funding,Investor,National,"50,000 - 100,000",Apply anytime,Open / Rolling,Tech,Women,"Radical generosity model offering 0% interest loans to women-led ventures, funded by a community of women Activators.",https://coralus.world/,2026-07-09,https://app.notion.com/p/Coralus-formerly-SheEO-3985de22266781a1b151fb4a28c2e8d1
CORE Innovation Hub,Programs,Accelerator,National,,,Unspecified,DeepTech; CleanTech,,"Mining, resources, energy and defence innovation hub with coworking and startup programs. Connects startups with industry partners in the resources sector.",https://www.corehub.com.au/,2026-07-09,https://app.notion.com/p/CORE-Innovation-Hub-3985de222667811194a8c36d14d9d910
CP Ventures,Funding,Investor,National,$100k - $500k,,Unspecified,Tech; SaaS; AI; FinTech,,"Sydney-based VC investing globally at Pre-Seed and Seed in highly scalable breakthrough technology companies aligned with Industry 4.0. Looks for founders solving massive global problems with potential for rapid revenue growth. Sectors include enterprise software, SaaS, AI, e-commerce, and marketplaces. Sweet spot approximately $300k; range $100k–$500k.",https://cp.ventures/,2026-07-09,https://app.notion.com/p/CP-Ventures-3985de22266781d79be7fabce39725c3
Creative Destruction Lab Melbourne,Programs,Accelerator,VIC,"No funding - no fees, no equity",Annual (2026 applications close 24 Jul),Scheduled / Dated,DeepTech,,Nonprofit seed-stage program for deep-tech founders hosted by Monash Business School. Part of a global network connecting founders with experienced mentors.,https://creativedestructionlab.com/locations/melbourne/,2026-07-09,https://app.notion.com/p/Creative-Destruction-Lab-Melbourne-3985de22266781b28aa9d2b5609c385e
Cremorne Digital Hub,Connections,Community,VIC,,,Unspecified,Tech,,"Victorian Government-backed innovation hub connecting startups, scaleups, corporates and investors in Melbourne's Cremorne tech precinct. Coworking, corporate innovation programs, and inbound market support.",https://www.cremornedigitalhub.com.au/,2026-07-09,https://app.notion.com/p/Cremorne-Digital-Hub-3985de222667814ea17ffc5b1e5df3e7
Croc Pitch,Funding,Competition,NT,Up to 1 million,September annually,Scheduled / Dated,Tech,,"Northern Australia's largest startup pitch competition, run by the Darwin Innovation Hub. Winner receives up to $1M in Paspalis venture capital. Annual event each September.",https://crocpitch.com.au/,2026-07-09,https://app.notion.com/p/Croc-Pitch-3985de22266781f9817ef1efa83242aa
CSIRO Kick-Start Program,Funding,Grant,National,"Up to 50,000",Apply anytime,Open / Rolling,DeepTech,,Matched funding for R&D projects in collaboration with CSIRO. For startups and small businesses with revenue under $10M.,https://www.csiro.au/en/work-with-us/funding-programs/kick-start,2026-07-09,https://app.notion.com/p/CSIRO-Kick-Start-Program-3985de2226678162a22fc121b4d81a9d
CSIRO ON Prime,Advice,Government,National,,"Jan/Feb, Jun/Jul",Scheduled / Dated,DeepTech,,Research commercialisation program for deep tech ventures.,https://www.csiro.au/en/work-with-us/services/consultancy-strategic-advice-services/CSIRO-Accelerator-Programs/ONprime,2026-07-09,https://app.notion.com/p/CSIRO-ON-Prime-3985de22266781399e64e97e602f3f65
CUB (Club of United Business),Connections,Community,National,,,Unspecified,,,"Private business club connecting Australia's most innovative entrepreneurs and business leaders. 23,000+ member network across Sydney, Melbourne, Brisbane and Parramatta with 450+ annual events and physical clubhouses.",https://cub.club/,2026-07-09,https://app.notion.com/p/CUB-Club-of-United-Business-3985de2226678118a85dce03d94472ee
Curtin Accelerate,Programs,University,WA,,"Jan-Apr, Pitch Night Apr",Scheduled / Dated,,,"Curtin University's 8-week startup program with weekly sessions, 2-week mentoring period, and Pitch Night. Separate from the week-long Ignition program.",https://accelerate.curtin.edu.au/,2026-07-09,https://app.notion.com/p/Curtin-Accelerate-3985de222667811c8cb9e3e597e98b1c
Curtin Ignition,Programs,University,WA,,August-September,Scheduled / Dated,,,Curtin University's intensive week-long startup program in Perth. Focus on research commercialisation and early-stage ventures. Scholarships available.,https://www.ignition.curtin.edu.au/,2026-07-09,https://app.notion.com/p/Curtin-Ignition-3985de222667819a9dbbde1741cc0d09
Cut Through Venture,Funding,Investor,National,,Always open,Open / Rolling,Tech,,Angel investing platform connecting experienced operator-investors with early-stage Australian startups.,https://cutthrough.vc/,2026-07-09,https://app.notion.com/p/Cut-Through-Venture-3985de2226678140b9e4ec66afca6e07
D10x Accelerator,Programs,Accelerator,NSW,"Up to 350,000",,Unspecified,Defence,,UNSW-led defence tech accelerator providing $350k per startup to develop dual-use technologies.,https://dtb.solutions/accelerators/,2026-07-09,https://app.notion.com/p/D10x-Accelerator-3985de22266781d1aba1edbf1d1fe442
Darcy Naunton,Funding,Investor,National,,,Unspecified,SaaS,,Individual investor — Partner at Black Nova VC and co-founder of YBF Ventures. Invests personally at Pre-Seed and Seed in B2B SaaS and tech startups. Also Chairman at Tractor Ventures. Not a fund — direct angel/partner-level investments only. CFA-qualified.,https://blacknova.vc/team/darcy-naunton/,2026-07-09,https://app.notion.com/p/Darcy-Naunton-3985de22266781f19c65fcfce91e232d
Darwin Innovation Hub,Connections,Community,NT,,,Unspecified,,,Northern Territory's main startup hub running the StartNT accelerator program.,https://darwininnovationhub.com.au/,2026-07-09,https://app.notion.com/p/Darwin-Innovation-Hub-3985de2226678101898eeb1bbc84bc9f
Deakin Renewable Energy Pre-Accelerator,Programs,University,VIC,,,Unspecified,CleanTech,,LaunchVic-supported program helping Deakin students and researchers develop business ideas in the renewable energy sector.,https://www.deakin.edu.au/,2026-07-09,https://app.notion.com/p/Deakin-Renewable-Energy-Pre-Accelerator-3985de2226678153abe4f9db7d3e96b3
Defence Industry Development Grants (DIDG),Funding,Grant,National,"Up to 1,000,000",Multiple rounds,Scheduled / Dated,Defence,,"Up to $1M matched funding across four streams: Sovereign Priorities, Skilling, Export, and Security for defence startups.",https://www.defence.gov.au/business-industry/industry-programs,2026-07-09,https://app.notion.com/p/Defence-Industry-Development-Grants-DIDG-3985de222667817ba044c2e190bcc616
Defence Trailblazer,Programs,Accelerator,National,,,Unspecified,Defence,,"National defence innovation program funding collaborative R&D between startups, universities, and Defence.",https://dtb.solutions/,2026-07-09,https://app.notion.com/p/Defence-Trailblazer-3985de22266781759cb3f000671108f6
DEI Australia,Connections,Community,National,,,Unspecified,,Disability,"Diversity, equity, and inclusion charity supporting entrepreneurs and workers with disability.",https://getsova.com.au/directory.html,2026-07-09,https://app.notion.com/p/DEI-Australia-3985de22266781f88ba1d8fb01240d08
Devika Ventures,Funding,Investor,NSW,$100k - $1.5m,,Unspecified,AI; EdTech; Tech,,"Wollongong, NSW-based early-stage VC investing $100k–$1.5m from Pre-Seed through Series A. Targets AI-first, founder-led startups — particularly non-technical founders — with unique industry insight and early commercial momentum. Active in enterprise, education, government, and entertainment. Makes 3–6 investments per year.",https://devika.com/ventures/,2026-07-09,https://app.notion.com/p/Devika-Ventures-3985de22266781af81b9c444459d3963
Disability Gateway,Advice,Government,National,,,Unspecified,,Disability,"Australian Government's central resource hub for people with disability, including business support.",https://www.disabilitygateway.gov.au/,2026-07-09,https://app.notion.com/p/Disability-Gateway-3985de2226678159a369c29cbf74c815
Dragonfly Enviro Capital,Funding,Investor,National,$300k - $10m,,Unspecified,CleanTech,,"Sydney-based impact VC investing $300k–$10m in environmental and climate ventures from Seed through growth. Focus areas: sustainable agriculture, clean energy, circular economy, and nature-based solutions. Companies must demonstrate measurable environmental impact alongside commercial returns.",https://www.dragonflyenvirocapital.com/,2026-07-09,https://app.notion.com/p/Dragonfly-Enviro-Capital-3985de22266781b088c3e9c1d5579b05
Earlypay,Funding,Investor,National,,Apply anytime,Open / Rolling,FinTech,,Invoice financing and equipment finance for SMEs. Turns unpaid invoices into working capital within 24 hours.,https://www.earlypay.com.au/,2026-07-09,https://app.notion.com/p/Earlypay-3985de2226678109af59c4f01b194daf
Eaton Square Venture Fund,Funding,Investor,National,$1.5m - $22m,,Unspecified,Tech,,"Growth capital investor writing $1.5m–$22m cheques into expansion-stage technology and services companies across Australia and internationally. Also provides M&A and capital advisory services. Suited to later-stage scaleups, not early-stage startups.",https://eatonsq.com/,2026-07-09,https://app.notion.com/p/Eaton-Square-Venture-Fund-3985de2226678178a3f5ceaa9afc0e43
Empress Capital,Funding,Investor,National,,,Unspecified,AI/ML,,Australian VC investing in AI-native companies at Pre-Seed and Seed. Backs technical founders building foundational AI products. Cheque size not publicly disclosed.,https://empresscapital.vc/,2026-07-09,https://app.notion.com/p/Empress-Capital-3985de2226678117ad02cee2a6f73379
EnergyLab,Programs,Accelerator,National,"$80,000 - $100,000 (Climate Solutions Accelerator)",2026: applications closed 15 Mar; program 3 Aug – 11 Dec 2026,Scheduled / Dated,CleanTech,,"Australia and New Zealand's largest climate tech startup accelerator and community. Programs for founders from idea to scale-up, plus a dedicated angel network.",https://energylab.org.au/,2026-07-09,https://app.notion.com/p/EnergyLab-3985de2226678171a0dcc0398658f570
Enterprize Incubator,Programs,Accelerator,TAS,,,Unspecified,Tech,,"Tasmania's startup incubator with spaces in Hobart and Launceston. Free coworking for early-stage founders, mentoring, and community events.",https://www.enterprize.org.au/,2026-07-09,https://app.notion.com/p/Enterprize-Incubator-3985de222667810b9ae8fe3bb1c025ca
Entrepreneur's Programme,Funding,Grant,National,Was up to 1 million,Discontinued,Discontinued,,,DISCONTINUED. Former flagship federal business growth program offering advisory and matched grants. Closed to new applications; replaced in part by Industry Growth Program.,https://business.gov.au/grants-and-programs/entrepreneurs-programme,2026-07-09,https://app.notion.com/p/Entrepreneur-s-Programme-3985de2226678180ad5de33cee545bba
Entrepreneurs' Organisation (EO) Australia,Connections,Community,National,,,Unspecified,,,"Global peer-to-peer network of 18,000+ entrepreneurs with Australian chapters in most capital cities. Monthly forums, learning events, and access to the global EO network. For founders of businesses with US$1M+ revenue.",https://eonetwork.org/australia/,2026-07-09,https://app.notion.com/p/Entrepreneurs-Organisation-EO-Australia-3985de222667810984e0f86ba61fd145
Equity Mates Media,Advice,Expert,National,,,Unspecified,,,Financial media company making investing accessible for young Australians. Podcasts include Equity Mates Investing and Get Started Investing.,https://equitymates.com/,2026-07-09,https://app.notion.com/p/Equity-Mates-Media-3985de22266781ddb8c5cbb05500a3c4
Euphemia,Funding,Investor,National,,Always open,Open / Rolling,FinTech; CleanTech,Women,"Family office of Zip co-founder Larry Diamond. Invests in fintech and financial wellness startups, plus climate and female-led ventures.",https://euphemia.com/,2026-07-09,https://app.notion.com/p/Euphemia-3985de22266781faa7f6c42b4f72629f
EverestEngineering,Connections,Community,VIC,,,Unspecified,,,Global software engineering company with Melbourne roots. Partners with startups to build and scale products. Active in the Victorian startup community.,https://www.everestengineering.com.au/,2026-07-09,https://app.notion.com/p/EverestEngineering-3985de2226678186a87fdb9f2497eed5
EVP (Equity Venture Partners),Funding,Investor,National,0.5M - 5M,Always open,Open / Rolling,Tech,,B2B software specialist VC with $500M FUM across 4 funds. Invests $500k-$5M in seed and Series A rounds. Portfolio of 45+ companies including Deputy and Shippit. Offices in Sydney.,https://www.evp.vc/,2026-07-09,https://app.notion.com/p/EVP-Equity-Venture-Partners-3985de2226678152be19d132afea9af4
Export Market Development Grant (EMDG),Funding,Grant,National,"Up to 104,500 per grant",Apply anytime,Open / Rolling,Tech,,Reimburses up to 50% of eligible export promotion expenses. Tiered grants for new-to-export through to expanding exporters.,https://www.austrade.gov.au/en/how-we-can-help-you/grants/export-market-development-grants,2026-07-09,https://app.notion.com/p/Export-Market-Development-Grant-EMDG-3985de22266781d88772edd041e4b0a8
Exto Partners,Funding,Investor,NSW,$2m+,,Unspecified,Tech; SaaS; FinTech,,"Sydney-based growth investor backing post-revenue technology companies with $2m+ cheques. Invests at Series A and beyond, often leading rounds. Hands-on operational involvement. Sectors include fintech, marketplaces, and enterprise software.",https://www.extopartners.com/,2026-07-09,https://app.notion.com/p/Exto-Partners-3985de222667810daa5fdec09dfb7f2b
Farmers2Founders,Programs,Accelerator,VIC,,,Unspecified,AgTech,Regional,"National agrifood innovation programs for producers and regional entrepreneurs. Ideas Program, Hatch and TekFarm streams.",https://farmers2founders.com/,2026-07-09,https://app.notion.com/p/Farmers2Founders-3985de222667812789e1d3d9d47ca60a
Fearless Innovator Grant,Funding,Grant,SA,"$20,000–$30,000 (4x $20k Launch grants + 1x $30k Elevate grant)",2026 applications close 14 Aug; recipients announced 6 Nov 2026,Open / Rolling,,Women,SA Government grants for women founders to build and scale businesses. Rebranded from Fearless Innovator Grant to FoundHer Grant Program in 2026. Delivered with Women in Innovation (WINN) and Fearless Females Network.,https://business.sa.gov.au/programs/women-in-business/foundher,2026-07-09,https://app.notion.com/p/Fearless-Innovator-Grant-3985de2226678144bb0be28619e3ae26
Federation University Regional Pre-Accelerator,Programs,University,VIC,,,Unspecified,,Regional,"LaunchVic-backed program supporting regional Victorian founders through Federation University campuses in Ballarat, Berwick and Gippsland.",https://federation.edu.au/,2026-07-09,https://app.notion.com/p/Federation-University-Regional-Pre-Accelerator-3985de22266781d2b9e7e01acca94dbd
FinTech Awards (Ashurst Startup of the Year),Funding,Competition,National,Recognition award (no cash prize),Annual,Scheduled / Dated,FinTech,,Australia's premier fintech industry awards including the Ashurst Startup of the Year category recognising emerging fintech companies.,https://fintechawards.com.au/,2026-07-09,https://app.notion.com/p/FinTech-Awards-Ashurst-Startup-of-the-Year-3985de222667819f9651e97848dd131e
Fishburners,Connections,Community,National,,,Unspecified,,,"Australia's largest startup community since 2011. Coworking in Sydney CBD, virtual programs, events, and founder support. 4,500+ alumni startups.",https://fishburners.org/,2026-07-09,https://app.notion.com/p/Fishburners-3985de22266781a2b310f8bdf77581ba
Flinders NVI,Programs,University,SA,,,Unspecified,,,"Flinders University's New Venture Institute. eNVIsion incubator, Venture Dorm pre-accelerator, and student entrepreneurship programs in Adelaide.",https://www.flinders.edu.au/nvi,2026-07-09,https://app.notion.com/p/Flinders-NVI-3985de2226678198b3d8db46a9bf1172
Flying Fox Ventures,Funding,Investor,National,$250k - $600k,Always open,Open / Rolling,Tech; HealthTech; CleanTech,,Early-stage VC investing across Australia and New Zealand. Backed by 250+ active angel investors. Rolling fund structure with quarterly investor intakes.,https://www.flyingfox.vc/,2026-07-09,https://app.notion.com/p/Flying-Fox-Ventures-3985de222667813e85d2e0bcf19db7bb
Folklore Ventures,Funding,Investor,National,Micro-cheques up to $2.5m first cheque,Always open,Open / Rolling,Tech; HealthTech,,Seed-to-scale VC partnering with Australian and NZ founders. First cheques from $500K. Known for long-term founder partnerships.,https://folklore.vc/,2026-07-09,https://app.notion.com/p/Folklore-Ventures-3985de222667817c8e20d4a087150ac7
Follow[the]Seed,Funding,Investor,National,,,Unspecified,Tech,,Global VC fund investing in post-seed startups with proven engagement metrics. Australian arm backs habit-forming consumer and enterprise products.,https://followtheseed.vc/,2026-07-09,https://app.notion.com/p/Follow-the-Seed-3985de22266781b38e48ed26f7525ffc
Foundation for Young Australians,Connections,Community,National,,,Unspecified,,Youth,"National organisation backing young people (up to age 30) with grants, programs, and advocacy. Young Entrepreneurs program supports youth-led ventures.",https://fya.org.au/,2026-07-09,https://app.notion.com/p/Foundation-for-Young-Australians-3985de222667816ba635d5635b193203
Founder Institute,Programs,Accelerator,National,Entrance fee (~US$799) + 2.5% equity warrant,Multiple cohorts/year,Scheduled / Dated,Tech,,World's largest pre-seed startup accelerator with Sydney and Melbourne chapters. Structured 14-week program for idea-stage founders with global mentor network.,https://fi.co/,2026-07-09,https://app.notion.com/p/Founder-Institute-3985de22266781b19503c8379c6aea88
Founders Factory Nature Tech,Programs,Accelerator,WA,,"6 startups per cohort, Feb intake",Scheduled / Dated,CleanTech; AgTech,,"Global venture studio's nature tech accelerator backed by BHP. Supports startups in mining rehabilitation, biodiversity monitoring, and environmental markets.",https://www.foundersfactory.com/sectors/nature-tech/,2026-07-09,https://app.notion.com/p/Founders-Factory-Nature-Tech-3985de2226678160b344ef4146abc67f
Foundr,Advice,Expert,National,,,Unspecified,,,"Melbourne-founded global media and education company for entrepreneurs. Magazine, podcasts, and courses from founders like Richard Branson interviews to startup playbooks.",https://foundr.com/,2026-07-09,https://app.notion.com/p/Foundr-3985de222667814faba8db690eed00ab
Full Circle Venture Capital,Funding,Investor,National,,,Unspecified,SaaS; FinTech,,Sydney-based VC investing in seed-stage software companies across Australia. Focus on B2B SaaS and fintech with hands-on portfolio support.,https://www.fullcirclevc.com.au/,2026-07-09,https://app.notion.com/p/Full-Circle-Venture-Capital-3985de22266781349ca7fea34eb81c9f
Fullstack Advisory,Advice,Expert,National,,,Unspecified,,,"Startup-specialist accountants covering R&D tax incentives, ESIC assessments, cap table advice, and CFO services for tech companies.",https://fullstackadvisory.com.au/,2026-07-09,https://app.notion.com/p/Fullstack-Advisory-3985de222667810abaaad39594488e8b
FundWA,Funding,Investor,WA,,Always open,Open / Rolling,Tech,,WA-focused angel investment network connecting local startups with WA investors.,https://www.fundwa.com.au/,2026-07-09,https://app.notion.com/p/FundWA-3985de22266781cb963dc21a893b5338
Galileo Ventures,Funding,Investor,National,$200k - $500k,,Unspecified,Tech,,First-cheque VC for emerging founders. Invests $200k–$500k at Pre-Seed and Seed in ambitious young and first-time founders across software and technology. Runs a founder community and supports through subsequent raises.,https://galileo.ventures/,2026-07-09,https://app.notion.com/p/Galileo-Ventures-3985de222667818fbd51eb9e7c60d3f9
Game Plus,Connections,Community,National,,,Unspecified,Tech,,"Coworking and community hubs for game developers in Adelaide, Canberra and online. Connects game studios, publishers, and creative tech startups.",https://www.gameplus.com.au/,2026-07-09,https://app.notion.com/p/Game-Plus-3985de22266781999fc1fcb9bef04842
Gandel Invest,Funding,Investor,VIC,,,Unspecified,Tech,,Melbourne-based family office of the Gandel family investing in venture capital funds and direct startup investments. Backs Australian VC funds and growth companies. Not open to unsolicited pitches.,https://gandel.com.au/,2026-07-09,https://app.notion.com/p/Gandel-Invest-3985de2226678187be57d68562ffba05
GBS Venture Partners,Funding,Investor,VIC,$10m - $12m,,Unspecified,BioTech; HealthTech,,"Life sciences VC managing $400m+ across multiple funds. Invests $10m–$12m over a company's life in biotechnology, pharmaceuticals, and medical devices. Australia's longest-running dedicated life sciences investor.",https://www.gbsvp.com.au/,2026-07-09,https://app.notion.com/p/GBS-Venture-Partners-3985de222667813a89fad6feb4de120e
Gea Ventures,Funding,Investor,NSW,,,Unspecified,CleanTech,,"Sydney-based climate VC backing decarbonisation startups at pre-seed and seed. Focus on energy transition, built environment, and industrial emissions.",https://www.geaventures.vc/,2026-07-09,https://app.notion.com/p/Gea-Ventures-3985de22266781bb88efd4cdd6a790e3
Giant Leap,Funding,Investor,National,$100k - $1m,Always open,Open / Rolling,CleanTech,,"Australia's first 100% impact VC fund. Invests in startups tackling climate change, health, and empowerment challenges. B-Corp certified.",https://www.giantleap.com.au/,2026-07-09,https://app.notion.com/p/Giant-Leap-3985de2226678148b5cdfd195fa29c18
Glitch Capital,Funding,Investor,VIC,$1m - $3m,,Unspecified,SaaS,,Melbourne-based VC investing $1m–$3m at Seed and Series A in B2B software companies across Australia and New Zealand. Operator-led fund with hands-on support for go-to-market and hiring.,https://glitch.vc/,2026-07-09,https://app.notion.com/p/Glitch-Capital-3985de22266781b28213c73a3d21f83b
Global Investors,Funding,Investor,NSW,,,Unspecified,,,Sydney-based investment firm. Unverified entity — limited public information available. Verify current mandate and legitimacy before engaging.,https://www.globalinvestors.com.au/,2026-07-09,https://app.notion.com/p/Global-Investors-3985de22266781dfa922d50f7c748221
Global Victoria,Advice,Government,VIC,,,Unspecified,Tech,,"Victoria's trade facilitation agency helping Victorian businesses export. Trade missions, export advice, and global network of trade offices.",https://global.vic.gov.au/,2026-07-09,https://app.notion.com/p/Global-Victoria-3985de22266781c1b490fa8708fcaee5
