Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL,mes_table,mes_id,mes_name,mes_website,match_score,match_candidate_count,chosen_match_reason
InnovationACT,Funding,Competition,ACT,"10,000","Annual; 2026: orientation 6 Aug, pitch heats 27 Aug (Canberra, in-person)",Scheduled / Dated,Tech,,Canberra's annual entrepreneurship competition with $10K+ prize pool. Open to ACT students and community.,https://cbrin.com.au/programs/iact,2026-07-09,https://app.notion.com/p/InnovationACT-3985de22266781bc8727e807ac6e9d92,investors_public,d0cb636b-b271-47b9-9f60-2374a9e63b69,Innovation Connect Grants,https://cbrin.com.au/icon,0.632,4,domain match but shared/platform domain — possible program-vs-parent-org
IP Australia,Advice,Government,National,,,Unspecified,Tech,,"Federal agency for patents, trademarks, and design rights. Startup resources include TM Checker and patent guidance for innovators.",https://www.ipaustralia.gov.au/,2026-07-09,https://app.notion.com/p/IP-Australia-3985de2226678152aed1ddb12c081ee4,investors_public,88a28fd0-8581-4a67-be5b-4751e12a396e,IP Group ANZ,https://www.ipgroupanz.com,0.800,1,fuzzy name similarity 0.80 without domain corroboration
IP Group,Funding,Investor,National,$10m - $20m,,Unspecified,DeepTech; LifeSciences,,"UK-listed deep tech investor commercialising university research. Invests $10m–$20m over company lifetimes in spinouts from leading ANZ universities across therapeutics, quantum, and cleantech.",https://www.ipgroupplc.com/,2026-07-09,https://app.notion.com/p/IP-Group-3985de2226678152b688ce3788270b33,investors_public,18355fb8-4f0e-4464-972f-f823e19cc925,KIN Group,https://www.kingroup.com.au/,0.824,2,fuzzy name similarity 0.82 without domain corroboration
KILN Incubator,Programs,Accelerator,ACT,,,Unspecified,Tech; DeepTech,,"CBR Innovation Network's incubator for early-stage Canberra ventures. Desk space, mentoring, and community for idea-to-seed founders.",https://cbrin.com.au/,2026-07-09,https://app.notion.com/p/KILN-Incubator-3985de22266781179527d1fbb1663b92,innovation_ecosystem,6c7cb53f-25ce-4447-b969-edc5075a215f,CBRIN SME Accelerator,https://cbrin.com.au/sme-business-accelerator/,0.457,4,domain match but shared/platform domain — possible program-vs-parent-org
Kinaway Chamber of Commerce,Connections,Community,VIC,,,Unspecified,,Indigenous,"Victorian Aboriginal Chamber of Commerce supporting Aboriginal and Torres Strait Islander business owners. Certification, networking, and business support.",https://kinaway.com.au/,2026-07-09,https://app.notion.com/p/Kinaway-Chamber-of-Commerce-3985de22266781d49f8fc78d5e78c707,trade_investment_agencies,73a201e5-365a-43a6-9fcf-6134638c5f21,Swan Chamber of Commerce,https://cciwa.com,0.863,10,fuzzy name similarity 0.86 without domain corroboration
Kosmos Ventures,Funding,Investor,WA,"250,000 - 2 million",Always open,Open / Rolling,Tech,,Perth-based VC investing $250K-$2M in early-stage tech companies. WA's most active tech investor.,https://www.kosmos.vc/,2026-07-09,https://app.notion.com/p/Kosmos-Ventures-3985de22266781908941f5892ffb097c,investors_public,8cd28bf1-5961-4f3f-877a-bea6d2287496,Boson Ventures,https://www.boson.vc/,0.828,10,fuzzy name similarity 0.83 without domain corroboration
LaunchVic,Advice,Government,VIC,,Winding down,Winding down,Tech,,"Victoria's startup agency being merged into Breakthrough Victoria. Historically funded accelerators, grants, and ecosystem programs across Victoria.",https://launchvic.org/,2026-07-09,https://app.notion.com/p/LaunchVic-3985de22266781a4a7bad9f3f258ffc1,innovation_ecosystem,4516f8e6-7dae-4511-a609-f29838932571,Launch VIC - CIVVIC Labs,https://launchvic.org/programs/civvic-labs/,0.581,2,domain match but shared/platform domain — possible program-vs-parent-org
LaunchVic Basecamp,Programs,Accelerator,VIC,,,Unspecified,Tech,,Free online program teaching Victorian founders startup fundamentals. Self-paced modules from idea to launch.,https://launchvic.org/programs/basecamp/,2026-07-09,https://app.notion.com/p/LaunchVic-Basecamp-3985de22266781e0abe5ff79f6a7bba5,innovation_ecosystem,4516f8e6-7dae-4511-a609-f29838932571,Launch VIC - CIVVIC Labs,https://launchvic.org/programs/civvic-labs/,0.600,1,domain match but shared/platform domain — possible program-vs-parent-org
LaunchVic Office Hours,Advice,Expert,VIC,,,Unspecified,,,Free 1-on-1 sessions connecting Victorian founders with experienced operators and investors for advice.,https://launchvic.org/programs/office-hours/,2026-07-09,https://app.notion.com/p/LaunchVic-Office-Hours-3985de22266781248320d7d5e8e37050,innovation_ecosystem,4516f8e6-7dae-4511-a609-f29838932571,Launch VIC - CIVVIC Labs,https://launchvic.org/programs/civvic-labs/,0.636,1,domain match but shared/platform domain — possible program-vs-parent-org
LaunchVic Startup Grants,Funding,Grant,VIC,"10,000 - 500,000",Winding down,Winding down,Tech; DeepTech; HealthTech; AgTech; CleanTech,,Victorian Government startup grants historically funding accelerators and founder programs. Future rounds uncertain amid LaunchVic-Breakthrough Victoria merger.,https://launchvic.org/programs/startup-grants/,2026-07-09,https://app.notion.com/p/LaunchVic-Startup-Grants-3985de22266781e1b648d65cd312bada,innovation_ecosystem,4516f8e6-7dae-4511-a609-f29838932571,Launch VIC - CIVVIC Labs,https://launchvic.org/programs/civvic-labs/,0.478,1,domain match but shared/platform domain — possible program-vs-parent-org
Lisa Ring and Family Scholarships,Funding,Scholarship,VIC,"$10,000 equity-free",Annual (approx. Oct),Scheduled / Dated,Tech,,$10K equity-free scholarships for female founders in the Melbourne Accelerator Program. Covers program costs for women who might otherwise miss out.,https://startspacehq.com/programs-and-scholarships/lisa-ring-and-family-scholarships/,2026-07-09,https://app.notion.com/p/Lisa-Ring-and-Family-Scholarships-3985de22266781fabf66e8f20cf14eb5,innovation_ecosystem,1a118575-435f-4876-8c3d-f19bc909706f,StartSpace (State Library Victoria),https://startspacehq.com,0.212,1,domain match but shared/platform domain — possible program-vs-parent-org
MA Growth Ventures,Funding,Investor,National,$5m - $30m,,Unspecified,Tech,,MA Financial's growth capital arm investing $5m–$30m in expansion-stage Australian companies. Later-stage only — not for early-stage startups.,https://mafinancial.com/asset-management/asset-class-expertise/ma-growth-ventures/,2026-07-09,https://app.notion.com/p/MA-Growth-Ventures-3985de22266781629c5ad551d855f9e3,investors_public,281a7815-cbd5-49d4-8149-d00d49db025e,Moelis Australia (MA Financial) Growth Capital Fund II,https://www.mafinancial.com,0.533,4,domain match but low name similarity 0.53 — possible program-vs-parent-org
Main Sequence Ventures,Funding,Investor,National,$1m – $10m+ (deep tech seed to growth; A$1bn+ FUM across 3 funds),Always open,Open / Rolling,DeepTech; CleanTech; HealthTech; AgTech,,"CSIRO's deep tech fund with $1B+ under management. Invests in ventures solving global challenges: food, health, space, quantum, and climate.",https://www.mainsequence.vc/,2026-07-09,https://app.notion.com/p/Main-Sequence-Ventures-3985de22266781f3bebfd2d5b8adcad4,investors_public,7625decf-d624-419a-a1a3-984433b0f806,Main Sequence,https://www.mseq.vc,0.800,2,fuzzy name similarity 0.80 without domain corroboration
Melbourne Connect,Connections,Community,VIC,,,Unspecified,,,"University of Melbourne's innovation precinct housing startups, researchers, and corporates. Superfloor coworking for science and tech ventures.",https://www.melbourneconnect.com.au/,2026-07-09,https://app.notion.com/p/Melbourne-Connect-3985de222667813d8875cc19445b2a14,investors_public,3142ada4-cf5a-4515-bfa2-2728b7dcec3e,Melbourne Angels,https://melbourneangels.net.au/,0.727,1,fuzzy name similarity 0.73 without domain corroboration
Melbourne Migrapreneurs Program,Programs,Accelerator,VIC,"1,500",Annual intake,Scheduled / Dated,,Migrants,"City of Melbourne program supporting migrant entrepreneurs with training, mentoring, and $1,500 grants.",https://catalysr.com.au/,2026-07-09,https://app.notion.com/p/Melbourne-Migrapreneurs-Program-3985de222667812d8777d5dcaa609f62,innovation_ecosystem,e5683d92-939d-4c3d-ae9c-827fc3edd814,Catalysr Ideate,https://catalysr.com.au/,0.087,1,domain match but shared/platform domain — possible program-vs-parent-org
Mentoring for Growth,Advice,Expert,QLD,,,Unspecified,,,Queensland Government's free mentoring program. Panels of volunteer business experts advise growing Queensland businesses.,https://business.gov.au/expertise-and-advice/mentoring-for-growth,2026-07-09,https://app.notion.com/p/Mentoring-for-Growth-3985de22266781c69b2ed69734346027,investors_public,707f761b-20d5-4a45-bfe0-4e78b07b059d,R&D Tax Incentive,https://www.business.gov.au/grants-and-programs/research-and-development-tax-incentive,0.216,2,domain match but shared/platform domain — possible program-vs-parent-org
Microsoft for Startups,Funding,Corporate,National,"Up to 150,000 credits",Apply anytime,Open / Rolling,Tech,,"Azure credits up to US$150K, development tools, and go-to-market support through Founders Hub. No funding or accelerator requirement.",https://foundershub.startups.microsoft.com/,2026-07-09,https://app.notion.com/p/Microsoft-for-Startups-3985de22266781568067dd3c42db66d7,trade_investment_agencies,c524cd3f-ca20-43f1-a634-d00135a9588b,Dutch Chamber of Commerce Queensland,https://news.microsoft.com/,0.345,1,domain match but low name similarity 0.34 — possible program-vs-parent-org
Monash Venture Studio,Programs,University,VIC,,,Unspecified,DeepTech,,Monash University venture studio co-building deep tech startups from university research with founders-in-residence.,https://www.monash.edu/enterprise/startup-resources/monash-venture-studio,2026-07-09,https://app.notion.com/p/Monash-Venture-Studio-3985de22266781b18a3ee79bfa10d400,innovation_ecosystem,b2938657-5397-4daf-b61a-2e2285ff6c4d,Monash Generator,https://www.monash.edu/entrepreneurship,0.595,1,domain match but shared/platform domain — possible program-vs-parent-org
NAB Ventures,Funding,Corporate,National,$1m - $10m (Seed to Series B),Always open,Open / Rolling,FinTech,,NAB's corporate VC investing in fintech and adjacent startups strategically relevant to banking. Series A+ focus.,https://www.nabventures.com.au/,2026-07-09,https://app.notion.com/p/NAB-Ventures-3985de222667812592cfc392ffec4830,investors_public,2cede1d6-374b-49b0-b7f2-b02008625f40,PB Ventures,,0.870,34,fuzzy name similarity 0.87 without domain corroboration
New Industries and Innovation Fund,Funding,Grant,WA,"Grants up to $250,000 (varies by stream; $40m fund 2025-29)",,Unspecified,,,WA Government fund supporting new industry development and innovation commercialisation in Western Australia.,https://www.jtsi.wa.gov.au/,2026-07-09,https://app.notion.com/p/New-Industries-and-Innovation-Fund-3985de2226678158afadd4bc33a110e0,investors_public,59b8196c-2425-42b8-b9ab-28ae37b4a5c6,New Industries Fund,https://www.wa.gov.au/organisation/department-of-jobs-tourism-science-and-innovation/new-industries-fund-innovation-booster-grant,0.800,1,fuzzy name similarity 0.80 without domain corroboration
NSW Innovation,Advice,Government,NSW,,,Unspecified,Tech,,"NSW Government's innovation policy arm. Programs include the Sydney Startup Hub, MVP Ventures, and Tech Central precinct development.",https://www.investment.nsw.gov.au/,2026-07-09,https://app.notion.com/p/NSW-Innovation-3985de2226678181889cc850f5abe4df,trade_investment_agencies,8c426a13-bab5-433b-94b4-ce36657e5972,Investment NSW,https://investment.nsw.gov.au,0.400,2,domain match but shared/platform domain — possible program-vs-parent-org
Our Innovation Fund,Funding,Investor,National,,Always open,Open / Rolling,CleanTech,,Early-stage VC backing Australian founders building global companies. Climate and impact tilt with generalist software focus.,https://www.oifventures.com.au/,2026-07-09,https://app.notion.com/p/Our-Innovation-Fund-3985de222667818393d5ed6b554d48b0,investors_public,8ad24ec9-32d4-4a7e-95dc-e2cd531c2de8,OIF Ventures,https://oifventures.com.au,0.194,3,domain match but shared/platform domain — possible program-vs-parent-org
R&D Capital Partners,Funding,Investor,National,"50,000 - 5 million",Apply anytime,Open / Rolling,Tech,,Lends against R&D Tax Incentive refunds. Advance funding $50K-$5M so startups access their rebate months early.,https://www.rdcapital.net.au/,2026-07-09,https://app.notion.com/p/R-D-Capital-Partners-3985de22266781d1b372da8ed869a655,investors_public,669353a8-44bd-4963-8fda-8866ee6f1a50,Brandon Capital Partners,https://brandoncapital.vc/,0.864,4,fuzzy name similarity 0.86 without domain corroboration
River City Labs Accelerator,Programs,Accelerator,QLD,,,Unspecified,Tech,,"Brisbane's leading startup community owned by ACS. Coworking, accelerator programs, and events in Fortitude Valley.",https://rivercitylabs.acs.org.au/,2026-07-09,https://app.notion.com/p/River-City-Labs-Accelerator-3985de222667812f930ac3b444a77091,innovation_ecosystem,b25307cf-4298-4649-a9fa-0618960097a0,Harbour City Labs,https://harbourcitylabs.acs.org.au/home.html,0.545,5,domain match but shared/platform domain — possible program-vs-parent-org
RMIT Activator,Programs,University,VIC,"Up to 50,000",,Unspecified,,,RMIT's entrepreneurship platform. Programs from idea to launch with grants up to $50K for student and alumni ventures.,https://rmitactivator.rmit.edu.au/,2026-07-09,https://app.notion.com/p/RMIT-Activator-3985de2226678197b666d19ba88831a6,innovation_ecosystem,592d6ddc-cc29-429e-b739-3dee1373d31b,Activator LaunchHUB,https://www.rmit.edu.au/for-business/activator/startups/launch-hub,0.545,1,domain match but low name similarity 0.55 — possible program-vs-parent-org
Spacecubed,Connections,Community,WA,,,Unspecified,,,"Perth's startup hub network operating coworking spaces and programs including PLUS EIGHT accelerator. 1,000+ member community.",https://www.spacecubed.com/,2026-07-09,https://app.notion.com/p/Spacecubed-3985de222667816e8c20c4d8673eb054,innovation_ecosystem,08e9b69a-abf3-4065-ba31-819350cf4924,Western Sydney Start up Hub,https://spacecubed.com/space/western-sydney-startup-hub,0.216,3,domain match but shared/platform domain — possible program-vs-parent-org
SproutX (Artesian),Programs,Accelerator,National,,,Unspecified,AgTech,Regional,Agrifood tech accelerator and fund managed by Artesian. Backs agtech startups with capital and industry connections.,https://www.sproutx.com.au/,2026-07-09,https://app.notion.com/p/SproutX-Artesian-3985de2226678181b77bcccdc67739d1,innovation_ecosystem,55205ea6-2ae0-4c71-9a1b-86570fb7aab7,SproutX,https://www.sproutx.com.au,0.800,2,domain match but shared/platform domain — possible program-vs-parent-org
Startmate Accelerator,Programs,Accelerator,National,"$120,000 AUD (at $1.5m post-money valuation cap)","Summer: Jan–Apr, Winter: Jul–Oct; next batch Jan 2027 (apps close Nov 2026)",Scheduled / Dated,Tech; SaaS; AI,,"ANZ's #1 accelerator. $120K for 7.5% equity, two cohorts yearly. 200+ alumni including SafetyCulture and UpGuard. Strong mentor network.",https://startmate.com/accelerator/program,2026-07-09,https://app.notion.com/p/Startmate-Accelerator-3985de222667818996d3e3e04ea3c3ed,investors_public,622445a6-d5f2-4f0c-ace9-1f4be2daba79,Startmate,https://www.startmate.com,0.800,2,domain match but shared/platform domain — possible program-vs-parent-org
Startmate Launch Club,Programs,Accelerator,National,Program fee (scholarships available),Mar-May (closes Feb),Scheduled / Dated,Tech; SaaS,,"Free part-time program for aspiring founders validating ideas. Community, accountability, and pathway to the accelerator.",https://startmate.com/programs/launch-club,2026-07-09,https://app.notion.com/p/Startmate-Launch-Club-3985de222667816ab926d2c3472c9f5e,investors_public,622445a6-d5f2-4f0c-ace9-1f4be2daba79,Startmate,https://www.startmate.com,0.800,2,domain match but shared/platform domain — possible program-vs-parent-org
StartNT Program,Programs,Accelerator,NT,"50,000 via SAFE",Apply anytime,Open / Rolling,Tech,,Darwin Innovation Hub's accelerator investing $50K via SAFE notes in NT startups. Rolling applications.,https://darwininnovationhub.com.au/start-nt-program/,2026-07-09,https://app.notion.com/p/StartNT-Program-3985de22266781cea041eede06df453b,investors_public,928f3a3a-d8f5-40ca-a41b-c3dfc3d00448,Seed-Start Program,https://fixe.org.au/community/grants-funding/seed-start,0.788,1,fuzzy name similarity 0.79 without domain corroboration
StartSpace,Connections,Community,VIC,,,Unspecified,,,"State Library Victoria's free startup support hub. Coworking, mentoring, and programs for early-stage Melbourne founders.",https://startspacehq.com/,2026-07-09,https://app.notion.com/p/StartSpace-3985de222667812b8288eb81bd9817df,innovation_ecosystem,1a118575-435f-4876-8c3d-f19bc909706f,StartSpace (State Library Victoria),https://startspacehq.com,0.800,3,domain match but shared/platform domain — possible program-vs-parent-org
Startup Legal Guide (Airtree),Advice,Tool,National,,,Unspecified,,,Free open-source legal templates and guides for Australian startups from Airtree's Open Source VC library.,https://airtree.vc/resources/startup-legal-guide,2026-07-09,https://app.notion.com/p/Startup-Legal-Guide-Airtree-3985de22266781baa08adb58d61dca05,investors_public,a49013a0-bbfe-4ef5-9a3e-e9ede8b4135d,Airtree Ventures,https://www.airtree.vc,0.400,2,domain match but shared/platform domain — possible program-vs-parent-org
Startup Onramp,Programs,Accelerator,National,,Multiple cohorts/year,Scheduled / Dated,Tech,,Founder education program teaching startup fundamentals over 12 weeks. Brisbane-based with national online delivery.,https://startuponramp.com/,2026-07-09,https://app.notion.com/p/Startup-Onramp-3985de22266781ca8b15ec90dc711173,innovation_ecosystem,f51a54be-48b5-4233-bfa1-ecde3882dc9e,Startupbootcamp,https://startupbootcamp.com.au,0.759,1,fuzzy name similarity 0.76 without domain corroboration
Stone & Chalk International Women's Day Scholarship,Funding,Scholarship,National,Workspace + mentoring,Annual (Feb),Scheduled / Dated,Tech,Women,Annual scholarship providing female founders free workspace and mentoring at Stone & Chalk hubs.,https://www.stoneandchalk.com.au/,2026-07-09,https://app.notion.com/p/Stone-Chalk-International-Women-s-Day-Scholarship-3985de22266781e88614d257ebb12063,service_providers,79f11588-6038-45eb-92b8-61e2cf4df99f,Stone & Chalk,https://www.stoneandchalk.com.au/,0.800,3,domain match but shared/platform domain — possible program-vs-parent-org
Sunrise Festival (Blackbird),Connections,Community,NSW,,30 Apr 2026,Scheduled / Dated,,,"Blackbird's annual startup festival in Sydney. Talks from global founders, investors, and operators. Australia's biggest startup event.",https://sunrise.blackbird.vc/,2026-07-09,https://app.notion.com/p/Sunrise-Festival-Blackbird-3985de222667811d80eae5a67f6a543b,investors_public,c2eb13ea-860d-4a21-8ea0-c1223c3fe5e4,Blackbird Ventures,https://www.blackbird.vc,0.409,2,domain match but shared/platform domain — possible program-vs-parent-org
Swinburne Elevate Accelerator,Programs,University,VIC,"10,000 (equity-free)",Applications Jun 2-Jul 8 2026,Scheduled / Dated,,,"Swinburne University's equity-free accelerator. $10K grants, 12-week program for student and alumni ventures.",https://www.swinburne.edu.au/engage/industry/elevate/,2026-07-09,https://app.notion.com/p/Swinburne-Elevate-Accelerator-3985de22266781de93a5f340acfd492f,innovation_ecosystem,bb6e71ca-0946-4268-a025-e7280a4d6697,Swinburne Accelerator,https://www.swinburne.edu.au/research/platforms-initiatives/innovation-studio/elevate-program,0.840,2,domain match but shared/platform domain — possible program-vs-parent-org
Swinburne Innovation Studio,Programs,University,VIC,,,Unspecified,,,"Swinburne's innovation hub with programs, coworking, and venture support for students and community.",https://www.swinburne.edu.au/engage/industry/innovation-studio/,2026-07-09,https://app.notion.com/p/Swinburne-Innovation-Studio-3985de2226678171ba8cd180da4a58b9,innovation_ecosystem,bb6e71ca-0946-4268-a025-e7280a4d6697,Swinburne Accelerator,https://www.swinburne.edu.au/research/platforms-initiatives/innovation-studio/elevate-program,0.542,1,domain match but shared/platform domain — possible program-vs-parent-org
Sydney Startup Hub,Connections,Community,NSW,,,Unspecified,,,"NSW Government's startup precinct in Sydney CBD. Home to Fishburners, Stone & Chalk, Tank Stream Labs, and startup programs.",https://sydneystartuphub.com/,2026-07-09,https://app.notion.com/p/Sydney-Startup-Hub-3985de22266781d08837fae8fac2de54,innovation_ecosystem,08e9b69a-abf3-4065-ba31-819350cf4924,Western Sydney Start up Hub,https://spacecubed.com/space/western-sydney-startup-hub,0.800,1,fuzzy name similarity 0.80 without domain corroboration
Sydney Startups,Connections,Community,National,,,Unspecified,,,"Sydney's startup community network with events, job boards, and founder connections.",https://www.sydneystartups.com/,2026-07-09,https://app.notion.com/p/Sydney-Startups-3985de22266781af97b4d8ad5ae7f30f,innovation_ecosystem,62a5d233-cca5-40f3-9e0c-82301bbed3fc,UTS Startups,https://www.uts.edu.au/for-students/current-students/support/opportunities/uts-startups/support-entrepreneurs-uts,0.741,1,fuzzy name similarity 0.74 without domain corroboration
Taronga Group,Funding,Investor,National,,Always open,Open / Rolling,PropTech,,Property-focused VC investing in proptech and real estate innovation. Runs RealTechX growth program.,https://tarongagroup.com/,2026-07-09,https://app.notion.com/p/Taronga-Group-3985de222667819e8a7dfad78cdbb369,investors_public,7c1780d3-63ec-4c3e-965f-7812038635d1,Taronga Ventures,https://tarongagroup.com/,0.621,3,domain match but shared/platform domain — possible program-vs-parent-org
Tech Ready Women Academy,Connections,Community,National,,,Unspecified,Tech,Women,"Programs helping women launch tech startups. Founder education, community, and pathways for non-technical female founders.",https://techreadywomen.com.au/,2026-07-09,https://app.notion.com/p/Tech-Ready-Women-Academy-3985de2226678142aadacd18f07a5df9,innovation_ecosystem,3f60cd78-df90-45b9-8de7-7534ae58ef2d,Tech Ready Women,https://www.techreadywomen.academy/femalefounderprogram,0.800,1,fuzzy name similarity 0.80 without domain corroboration
TechInSA,Programs,Accelerator,SA,,,Unspecified,Tech; DeepTech,,"SA Government tech industry support connecting startups with programs, talent, and investment in South Australia.",https://techinsa.com.au/,2026-07-09,https://app.notion.com/p/TechInSA-3985de22266781aaa8e5c3ae8a2d697c,service_providers,407c6907-59aa-4f7d-b507-054fb97dfcb5,TechVisa,http://www.techvisa.com.au,0.875,1,fuzzy name similarity 0.88 without domain corroboration
TechSydney,Connections,Community,NSW,,,Unspecified,Tech,,"Sydney tech industry body connecting startups, scaleups, and tech companies to grow Sydney's ecosystem.",https://techsydney.com.au/,2026-07-09,https://app.notion.com/p/TechSydney-3985de2226678166b408dbea74589073,innovation_ecosystem,9ea54f52-7dfe-4367-82ad-74395cecd06e,Techstars Sydney,https://techstars.com/sydney,0.769,1,fuzzy name similarity 0.77 without domain corroboration
Telstra Ventures,Funding,Corporate,National,US$4m - $15m typical (rebranded Titanium Ventures 2024),Always open,Open / Rolling,Tech,,"Corporate VC backed by Telstra investing in growth-stage software, cybersecurity, and connectivity ventures globally.",https://telstraventures.com/,2026-07-09,https://app.notion.com/p/Telstra-Ventures-3985de22266781a3b39aefefffc140cc,investors_public,e0087770-6359-4821-a984-645ca5ed3acc,Melt Ventures,https://themelt.io,0.828,18,fuzzy name similarity 0.83 without domain corroboration
The Commons,Connections,Community,National,,,Unspecified,,,Purpose-driven coworking spaces in Sydney and Melbourne with startup community programming.,https://www.thecommons.com.au/,2026-07-09,https://app.notion.com/p/The-Commons-3985de22266781ac96e5fc1934f189fe,innovation_ecosystem,3d2a02ca-a9c4-4bf3-8289-cab56b09cda4,Commons - Surry Hills,https://www.thecommons.com.au/locations/the-commons-surry-hills,0.467,1,domain match but low name similarity 0.47 — possible program-vs-parent-org
The Melt,Programs,Accelerator,NSW,"Up to $300,000 (follow-on to $1m)",Always open (rolling),Open / Rolling,DeepTech,,"Hardware and deep tech accelerator in Sydney. Prototyping facilities, engineering support, and investment for physical product startups.",https://www.themelt.io/,2026-07-09,https://app.notion.com/p/The-Melt-3985de222667817daae1c3d2fb6f0b4a,investors_public,e0087770-6359-4821-a984-645ca5ed3acc,Melt Ventures,https://themelt.io,0.400,2,domain match but low name similarity 0.40 — possible program-vs-parent-org
Thorney Investment Group,Funding,Investor,VIC,,Always open,Open / Rolling,Tech,,Melbourne-based investment group (Waislitz family) investing across listed and private markets including technology ventures.,https://www.thorney.com.au/,2026-07-09,https://app.notion.com/p/Thorney-Investment-Group-3985de22266781fc9049d466928dbb7f,service_providers,42cd0359-17f7-4b17-8bdc-73371da91802,The Instant Group,https://www.theinstantgroup.com,0.780,1,fuzzy name similarity 0.78 without domain corroboration
Tonsley Innovation District,Connections,Community,SA,,,Unspecified,DeepTech; CleanTech,,"Adelaide's advanced manufacturing and cleantech precinct. Home to startups, Flinders University, and industry facilities.",https://tonsleyinnovationdistrict.com.au/,2026-07-09,https://app.notion.com/p/Tonsley-Innovation-District-3985de22266781a7924fcc1906d3ccf4,innovation_ecosystem,666cbaba-8ae7-452e-9430-f9b99660c757,Melbourne Innovation District,https://mid.org.au,0.821,1,fuzzy name similarity 0.82 without domain corroboration
Uncommon Collective,Connections,Community,VIC,,,Unspecified,,,Melbourne founder community and events platform connecting entrepreneurs building uncommon companies.,https://www.uncommoncollectiveau.com/,2026-07-09,https://app.notion.com/p/Uncommon-Collective-3985de22266781959a41f71412ad3ea0,innovation_ecosystem,ca3b0fb6-e1dd-49e0-b141-5e32a9ff080d,Urban Collective,https://urbancollective.com.au,0.743,1,fuzzy name similarity 0.74 without domain corroboration
UNSW Founders 10x,Programs,Accelerator,NSW,"100,000 via SAFE",Annual intake,Scheduled / Dated,Tech; DeepTech; HealthTech,,UNSW's flagship accelerator investing $100K via SAFE. Open to UNSW community and beyond. 10-week intensive program.,https://unswfounders.com/10x-accelerator,2026-07-09,https://app.notion.com/p/UNSW-Founders-10x-3985de22266781acaaffc929cff35f4e,innovation_ecosystem,e432da5c-1d8d-4919-890f-fe80acf28c15,Founders Health 10x,https://unswfounders.com/health10x-accelerator,0.667,7,domain match but shared/platform domain — possible program-vs-parent-org
UQ Momentum Accelerator,Programs,Accelerator,QLD,,,Unspecified,Tech; SaaS,,University of Queensland accelerator supporting research commercialisation and student ventures.,https://ventures.uq.edu.au/programs/momentum-accelerator,2026-07-09,https://app.notion.com/p/UQ-Momentum-Accelerator-3985de2226678139bf60f433acd22b64,innovation_ecosystem,d1abbda3-a232-4871-ab38-3c1d671954f9,ilab,https://ventures.uq.edu.au/programs/ilab-accelerator,0.074,1,domain match but shared/platform domain — possible program-vs-parent-org
UQ Ventures,Programs,University,QLD,,,Unspecified,,,"UQ's entrepreneurship hub with ilab accelerator, startup programs, and global immersion trips for students.",https://ventures.uq.edu.au/,2026-07-09,https://app.notion.com/p/UQ-Ventures-3985de22266781b3af6edc0405cc12ef,innovation_ecosystem,d1abbda3-a232-4871-ab38-3c1d671954f9,ilab,https://ventures.uq.edu.au/programs/ilab-accelerator,0.000,29,domain match but shared/platform domain — possible program-vs-parent-org
Venture Catalyst,Programs,Accelerator,SA,"10,000 stipend",Apply anytime,Open / Rolling,Tech; DeepTech; Defence,,"University of South Australia's incubator program. $10K stipend, workspace, and mentoring for student and graduate ventures.",https://icc.adelaide.edu.au/programs/venture-catalyst/,2026-07-09,https://app.notion.com/p/Venture-Catalyst-3985de222667815dbac7ddd6b1e6e1c6,investors_public,6f3cbcc1-7e1d-437d-b828-6583be6e3bb3,VentureX Capital,,0.812,2,fuzzy name similarity 0.81 without domain corroboration
Venture Catalyst Space,Programs,Accelerator,SA,,Apply anytime,Open / Rolling,DeepTech,,"UniSA's space-sector incubator supporting space startups with mentoring, workspace, and industry connections at Lot Fourteen.",https://icc.adelaide.edu.au/programs/venture-catalyst-space/,2026-07-09,https://app.notion.com/p/Venture-Catalyst-Space-3985de22266781278f48f93eb5824331,innovation_ecosystem,9d71aa30-9fe5-4b8f-bc86-6183fc79fcee,Venture Catalyst Space Accelerator,https://icc.unisa.edu.au/programs/venture-catalyst-space,0.800,1,fuzzy name similarity 0.80 without domain corroboration
Venture Cup,Funding,Competition,VIC,"$5,000 cash prize per category",Annual (Swinburne Venture Week),Scheduled / Dated,Tech,,University startup competition supporting student entrepreneurs with prizes and mentoring.,https://www.swinburne.edu.au/research/platforms-initiatives/innovation-studio/venture-cup/,2026-07-09,https://app.notion.com/p/Venture-Cup-3985de2226678177bdcde676080ed0ba,innovation_ecosystem,bb6e71ca-0946-4268-a025-e7280a4d6697,Swinburne Accelerator,https://www.swinburne.edu.au/research/platforms-initiatives/innovation-studio/elevate-program,0.375,2,domain match but shared/platform domain — possible program-vs-parent-org
WA Grants Assistance and Programs Register,Advice,Tool,WA,,Always open,Open / Rolling,,,"WA Government's central register of grants, assistance, and programs for Western Australian businesses.",https://www.wa.gov.au/grants-and-programs,2026-07-09,https://app.notion.com/p/WA-Grants-Assistance-and-Programs-Register-3985de222667813fa3e2ef560e3e9cfb,investors_public,59b8196c-2425-42b8-b9ab-28ae37b4a5c6,New Industries Fund,https://www.wa.gov.au/organisation/department-of-jobs-tourism-science-and-innovation/new-industries-fund-innovation-booster-grant,0.230,1,domain match but low name similarity 0.23 — possible program-vs-parent-org
